crater_id,center_row,center_col,x_polar_m,y_polar_m,dist_from_pole_km,elevation_m,size_pixels,area_km2
503,1177,401,-27880.0,-34200.0,44.12,-2912.7,1,0.0064
636,1277,386,-29080.0,-42200.0,51.25,-2912.7,1,0.0064
637,1277,393,-28520.0,-42200.0,50.93,-2912.7,1,0.0064
689,1326,500,-19960.0,-46120.0,50.25,-2912.7,1,0.0064
662,1304,534,-17240.0,-44360.0,47.59,-2912.6,1,0.0064
643,1286,351,-31880.0,-42920.0,53.46,-2912.4,1,0.0064
588,1242,449,-24040.0,-39400.0,46.15,-2912.0,1,0.0064
572,1232,366,-30680.0,-38600.0,49.31,-2911.2,1,0.0064
708,1342,464,-22840.0,-47400.0,52.62,-2910.9,1,0.0064
578,1236,393,-28520.0,-38920.0,48.25,-2910.6,1,0.0064
563,1225,412,-27000.0,-38040.0,46.65,-2910.5,1,0.0064
605,1254,358,-31320.0,-40360.0,51.09,-2910.5,1,0.0064
676,1317,418,-26520.0,-45400.0,52.58,-2910.0,1,0.0064
598,1249,473,-22120.0,-39960.0,45.67,-2909.9,1,0.0064
631,1273,341,-32680.0,-41880.0,53.12,-2909.8,1,0.0064
593,1248,357,-31400.0,-39880.0,50.76,-2909.7,1,0.0064
595,1249,347,-32200.0,-39960.0,51.32,-2909.2,1,0.0064
574,1233,416,-26680.0,-38680.0,46.99,-2909.1,1,0.0064
660,1302,511,-19080.0,-44200.0,48.14,-2909.1,1,0.0064
668,1310,314,-34840.0,-44840.0,56.78,-2909.1,1,0.0064
673,1314,365,-30760.0,-45160.0,54.64,-2909.0,1,0.0064
555,1219,361,-31080.0,-37560.0,48.75,-2908.8,1,0.0064
601,1252,313,-34920.0,-40200.0,53.25,-2908.8,1,0.0064
523,1195,389,-28840.0,-35640.0,45.85,-2908.6,1,0.0064
698,1333,325,-33960.0,-46680.0,57.73,-2908.4,1,0.0064
658,1302,378,-29720.0,-44200.0,53.26,-2907.7,1,0.0064
684,1323,345,-32360.0,-45880.0,56.14,-2907.5,1,0.0064
651,1293,364,-30840.0,-43480.0,53.31,-2907.4,1,0.0064
653,1295,383,-29320.0,-43640.0,52.57,-2907.4,1,0.0064
522,1194,434,-25240.0,-35560.0,43.61,-2907.2,1,0.0064
622,1265,325,-33960.0,-41240.0,53.42,-2907.2,1,0.0064
600,1251,336,-33080.0,-40120.0,52.0,-2906.9,1,0.0064
635,1277,380,-29560.0,-42200.0,51.52,-2906.9,1,0.0064
687,1325,321,-34280.0,-46040.0,57.4,-2906.9,1,0.0064
644,1287,385,-29160.0,-43000.0,51.95,-2906.8,1,0.0064
614,1259,497,-20200.0,-40760.0,45.49,-2906.5,1,0.0064
630,1272,508,-19320.0,-41800.0,46.05,-2906.5,1,0.0064
585,1239,341,-32680.0,-39160.0,51.0,-2906.4,1,0.0064
638,1279,370,-30360.0,-42360.0,52.12,-2906.3,1,0.0064
696,1331,442,-24600.0,-46520.0,52.62,-2906.3,1,0.0064
629,1272,353,-31720.0,-41800.0,52.47,-2905.7,1,0.0064
634,1274,527,-17800.0,-41960.0,45.58,-2905.3,1,0.0064
657,1300,315,-34760.0,-44040.0,56.11,-2904.9,1,0.0064
539,1206,402,-27800.0,-36520.0,45.9,-2904.4,1,0.0064
690,1327,437,-25000.0,-46200.0,52.53,-2904.2,1,0.0064
667,1309,407,-27400.0,-44760.0,52.48,-2903.6,1,0.0064
625,1269,482,-21400.0,-41560.0,46.75,-2903.3,1,0.0064
649,1292,326,-33880.0,-43400.0,55.06,-2903.2,1,0.0064
699,1335,480,-21560.0,-46840.0,51.56,-2903.2,1,0.0064
580,1236,461,-23080.0,-38920.0,45.25,-2903.0,1,0.0064
619,1262,483,-21320.0,-41000.0,46.21,-2902.9,1,0.0064
621,1264,473,-22120.0,-41160.0,46.73,-2902.9,1,0.0064
626,1271,362,-31000.0,-41720.0,51.98,-2902.7,1,0.0064
579,1236,442,-24600.0,-38920.0,46.04,-2902.6,1,0.0064
652,1294,337,-33000.0,-43560.0,54.65,-2902.0,1,0.0064
573,1233,340,-32760.0,-38680.0,50.69,-2901.9,1,0.0064
581,1237,349,-32040.0,-39000.0,50.47,-2901.9,1,0.0064
670,1312,414,-26840.0,-45000.0,52.4,-2901.9,1,0.0064
589,1243,334,-33240.0,-39480.0,51.61,-2901.8,1,0.0064
683,1323,314,-34840.0,-45880.0,57.61,-2901.8,1,0.0064
716,1354,338,-32920.0,-48360.0,58.5,-2901.8,1,0.0064
594,1248,436,-25080.0,-39880.0,47.11,-2901.2,1,0.0064
610,1257,458,-23320.0,-40600.0,46.82,-2901.1,1,0.0064
613,1259,327,-33800.0,-40760.0,52.95,-2901.0,1,0.0064
623,1266,493,-20520.0,-41320.0,46.13,-2900.9,1,0.0064
672,1313,522,-18200.0,-45080.0,48.62,-2900.8,1,0.0064
576,1236,334,-33240.0,-38920.0,51.18,-2900.5,1,0.0064
611,1257,484,-21240.0,-40600.0,45.82,-2900.4,1,0.0064
549,1214,454,-23640.0,-37160.0,44.04,-2900.1,1,0.0064
546,1211,352,-31800.0,-36920.0,48.73,-2900.0,1,0.0064
628,1271,470,-22360.0,-41720.0,47.33,-2899.7,1,0.0064
538,1206,356,-31480.0,-36520.0,48.22,-2899.4,1,0.0064
606,1255,320,-34360.0,-40440.0,53.07,-2899.0,1,0.0064
632,1273,476,-21880.0,-41880.0,47.25,-2899.0,1,0.0064
525,1196,403,-27720.0,-35720.0,45.21,-2898.6,1,0.0064
529,1200,369,-30440.0,-36040.0,47.17,-2898.4,1,0.0064
701,1338,301,-35880.0,-47080.0,59.19,-2897.5,1,0.0064
615,1260,446,-24280.0,-40840.0,47.51,-2896.7,1,0.0064
557,1219,446,-24280.0,-37560.0,44.72,-2896.1,1,0.0064
659,1302,476,-21880.0,-44200.0,49.32,-2896.1,1,0.0064
597,1249,463,-22920.0,-39960.0,46.07,-2894.9,1,0.0064
518,1191,383,-29320.0,-35320.0,45.9,-2894.0,1,0.0064
603,1253,446,-24280.0,-40280.0,47.03,-2893.5,1,0.0064
678,1319,301,-35880.0,-45560.0,57.99,-2891.5,1,0.0064
663,1306,336,-33080.0,-44520.0,55.46,-2891.0,1,0.0064
677,1318,432,-25400.0,-45480.0,52.09,-2890.6,1,0.0064
504,1178,420,-26360.0,-34280.0,43.24,-2888.3,1,0.0064
669,1310,349,-32040.0,-44840.0,55.11,-2887.8,1,0.0064
731,1385,467,-22600.0,-50840.0,55.64,-2886.8,1,0.0064
688,1325,490,-20760.0,-46040.0,50.5,-2885.7,1,0.0064
650,1292,478,-21720.0,-43400.0,48.53,-2885.4,1,0.0064
674,1315,490,-20760.0,-45240.0,49.78,-2885.1,1,0.0064
532,1202,453,-23720.0,-36200.0,43.28,-2884.7,1,0.0064
564,1225,468,-22520.0,-38040.0,44.21,-2883.7,1,0.0064
724,1362,500,-19960.0,-49000.0,52.91,-2883.5,1,0.0064
679,1320,295,-36360.0,-45640.0,58.35,-2883.2,1,0.0064
627,1271,410,-27160.0,-41720.0,49.78,-2881.1,1,0.0064
540,1206,441,-24680.0,-36520.0,44.08,-2879.1,1,0.0064
642,1285,310,-35160.0,-42840.0,55.42,-2876.4,1,0.0064
541,1206,469,-22440.0,-36520.0,42.86,-2870.8,1,0.0064
425,818,874,9960.0,-5480.0,11.37,-2868.8,1,0.0064
533,1204,463,-22920.0,-36360.0,42.98,-2868.7,1,0.0064
547,1211,478,-21720.0,-36920.0,42.84,-2865.8,1,0.0064
681,1321,285,-37160.0,-45720.0,58.92,-2856.1,1,0.0064
418,803,835,6840.0,-4280.0,8.07,-2843.6,1,0.0064
427,839,872,9800.0,-7160.0,12.14,-2811.3,1,0.0064
713,1349,514,-18840.0,-47960.0,51.53,-2797.1,1,0.0064
9,84,1101,28120.0,53240.0,60.21,-2796.6,1,0.0064
423,815,831,6520.0,-5240.0,8.36,-2795.0,1,0.0064
426,833,846,7720.0,-6680.0,10.21,-2790.5,1,0.0064
501,1174,256,-39480.0,-33960.0,52.08,-2613.2,1,0.0064
509,1183,234,-41240.0,-34680.0,53.88,-2608.2,1,0.0064
535,1205,267,-38600.0,-36440.0,53.08,-2589.1,1,0.0064
498,1165,302,-35800.0,-33240.0,48.85,-2576.4,1,0.0064
537,1206,275,-37960.0,-36520.0,52.68,-2574.9,1,0.0064
561,1225,251,-39880.0,-38040.0,55.11,-2571.1,1,0.0064
521,1194,276,-37880.0,-35560.0,51.96,-2568.2,1,0.0064
550,1216,255,-39560.0,-37320.0,54.39,-2563.7,1,0.0064
512,1186,280,-37560.0,-34920.0,51.29,-2562.3,1,0.0064
545,1209,257,-39400.0,-36760.0,53.89,-2561.4,1,0.0064
500,1172,283,-37320.0,-33800.0,50.35,-2561.3,1,0.0064
528,1200,258,-39320.0,-36040.0,53.34,-2561.3,1,0.0064
516,1190,295,-36360.0,-35240.0,50.64,-2561.1,1,0.0064
520,1193,260,-39160.0,-35480.0,52.84,-2558.8,1,0.0064
536,1206,247,-40200.0,-36520.0,54.31,-2558.7,1,0.0064
505,1179,302,-35800.0,-34360.0,49.62,-2558.2,1,0.0064
554,1218,249,-40040.0,-37480.0,54.84,-2555.5,1,0.0064
526,1198,235,-41160.0,-35880.0,54.6,-2553.2,1,0.0064
506,1180,276,-37880.0,-34440.0,51.2,-2552.5,1,0.0064
524,1196,252,-39800.0,-35720.0,53.48,-2550.7,1,0.0064
544,1208,238,-40920.0,-36680.0,54.95,-2550.1,1,0.0064
510,1183,308,-35320.0,-34680.0,49.5,-2549.6,1,0.0064
534,1205,229,-41640.0,-36440.0,55.33,-2547.5,1,0.0064
502,1177,308,-35320.0,-34200.0,49.16,-2545.0,1,0.0064
558,1221,240,-40760.0,-37720.0,55.54,-2544.7,1,0.0064
491,1147,283,-37320.0,-31800.0,49.03,-2542.2,1,0.0064
511,1184,266,-38680.0,-34760.0,52.0,-2541.5,1,0.0064
496,1159,276,-37880.0,-32760.0,50.08,-2541.2,1,0.0064
495,1151,314,-34840.0,-32120.0,47.39,-2541.1,1,0.0064
527,1199,229,-41640.0,-35960.0,55.02,-2540.7,1,0.0064
497,1160,291,-36680.0,-32840.0,49.23,-2539.5,1,0.0064
494,1151,295,-36360.0,-32120.0,48.52,-2537.2,1,0.0064
499,1169,277,-37800.0,-33560.0,50.55,-2535.0,1,0.0064
485,1138,316,-34680.0,-31080.0,46.57,-2532.6,1,0.0064
492,1149,309,-35240.0,-31960.0,47.57,-2532.3,1,0.0064
488,1142,310,-35160.0,-31400.0,47.14,-2531.0,1,0.0064
470,1114,235,-41160.0,-29160.0,50.44,-2525.0,1,0.0064
464,1107,331,-33480.0,-28600.0,44.03,-2523.6,1,0.0064
493,1150,262,-39000.0,-32040.0,50.47,-2515.9,1,0.0064
463,1101,334,-33240.0,-28120.0,43.54,-2514.1,1,0.0064
489,1143,262,-39000.0,-31480.0,50.12,-2513.4,1,0.0064
478,1124,312,-35000.0,-29960.0,46.07,-2512.6,1,0.0064
474,1115,248,-40120.0,-29240.0,49.64,-2511.6,1,0.0064
473,1115,241,-40680.0,-29240.0,50.1,-2510.0,1,0.0064
468,1112,316,-34680.0,-29000.0,45.21,-2509.0,1,0.0064
465,1108,216,-42680.0,-28680.0,51.42,-2506.5,1,0.0064
472,1115,228,-41720.0,-29240.0,50.95,-2505.7,1,0.0064
477,1119,217,-42600.0,-29560.0,51.85,-2500.4,1,0.0064
471,1114,339,-32840.0,-29160.0,43.92,-2499.4,1,0.0064
482,1129,327,-33800.0,-30360.0,45.43,-2495.2,1,0.0064
508,1181,209,-43240.0,-34520.0,55.33,-2492.6,1,0.0064
487,1140,190,-44760.0,-31240.0,54.58,-2492.5,1,0.0064
462,1100,229,-41640.0,-28040.0,50.2,-2492.2,1,0.0064
467,1110,348,-32120.0,-28840.0,43.17,-2492.0,1,0.0064
461,1098,348,-32120.0,-27880.0,42.53,-2490.4,1,0.0064
490,1147,198,-44120.0,-31800.0,54.39,-2490.1,1,0.0064
476,1118,329,-33640.0,-29480.0,44.73,-2488.6,1,0.0064
484,1131,291,-36680.0,-30520.0,47.72,-2488.2,1,0.0064
480,1128,207,-43400.0,-30280.0,52.92,-2480.8,1,0.0064
570,1231,206,-43480.0,-38520.0,58.09,-2480.6,1,0.0064
483,1130,193,-44520.0,-30440.0,53.93,-2472.1,1,0.0064
486,1139,209,-43240.0,-31160.0,53.3,-2471.3,1,0.0064
481,1128,272,-38200.0,-30280.0,48.75,-2426.9,1,0.0064
458,1093,428,-25720.0,-27480.0,37.64,-2419.0,1,0.0064
430,1036,383,-29320.0,-22920.0,37.22,-2407.0,1,0.0064
450,1075,308,-35320.0,-26040.0,43.88,-2405.8,1,0.0064
475,1118,273,-38120.0,-29480.0,48.19,-2404.8,1,0.0064
457,1088,315,-34760.0,-27080.0,44.06,-2400.6,1,0.0064
455,1085,405,-27560.0,-26840.0,38.47,-2399.8,1,0.0064
443,1068,316,-34680.0,-25480.0,43.03,-2394.7,1,0.0064
452,1080,320,-34360.0,-26440.0,43.36,-2391.6,1,0.0064
449,1072,343,-32520.0,-25800.0,41.51,-2386.5,1,0.0064
446,1070,302,-35800.0,-25640.0,44.03,-2385.2,1,0.0064
440,1064,300,-35960.0,-25160.0,43.89,-2381.6,1,0.0064
460,1098,276,-37880.0,-27880.0,47.03,-2381.2,1,0.0064
445,1069,328,-33720.0,-25560.0,42.31,-2376.8,1,0.0064
469,1112,393,-28520.0,-29000.0,40.67,-2374.2,1,0.0064
466,1108,399,-28040.0,-28680.0,40.11,-2373.6,1,0.0064
454,1083,412,-27000.0,-26680.0,37.96,-2370.4,1,0.0064
456,1087,399,-28040.0,-27000.0,38.93,-2369.1,1,0.0064
459,1097,407,-27400.0,-27800.0,39.03,-2364.1,1,0.0064
444,1068,375,-29960.0,-25480.0,39.33,-2357.7,1,0.0064
447,1071,275,-37960.0,-25720.0,45.85,-2356.0,1,0.0064
391,765,142,-48600.0,-1240.0,48.62,-2353.8,1,0.0064
441,1064,362,-31000.0,-25160.0,39.93,-2352.3,1,0.0064
437,1051,372,-30200.0,-24120.0,38.65,-2343.8,1,0.0064
442,1067,282,-37400.0,-25400.0,45.21,-2342.6,1,0.0064
402,783,128,-49720.0,-2680.0,49.79,-2341.5,1,0.0064
385,754,89,-52840.0,-360.0,52.84,-2340.8,1,0.0064
393,769,123,-50120.0,-1560.0,50.14,-2336.2,1,0.0064
439,1059,370,-30360.0,-24760.0,39.18,-2334.6,1,0.0064
386,756,98,-52120.0,-520.0,52.12,-2331.8,1,0.0064
435,1049,382,-29400.0,-23960.0,37.93,-2331.4,1,0.0064
394,773,137,-49000.0,-1880.0,49.04,-2330.8,1,0.0064
396,777,83,-53320.0,-2200.0,53.37,-2330.7,1,0.0064
479,1124,429,-25640.0,-29960.0,39.43,-2330.3,1,0.0064
434,1046,365,-30760.0,-23720.0,38.84,-2327.8,1,0.0064
507,1181,167,-46600.0,-34520.0,57.99,-2327.7,1,0.0064
390,763,110,-51160.0,-1080.0,51.17,-2326.4,1,0.0064
398,778,71,-54280.0,-2280.0,54.33,-2325.7,1,0.0064
387,759,119,-50440.0,-760.0,50.45,-2325.6,1,0.0064
436,1051,280,-37560.0,-24120.0,44.64,-2325.4,1,0.0064
395,775,105,-51560.0,-2040.0,51.6,-2324.4,1,0.0064
399,781,111,-51080.0,-2520.0,51.14,-2324.3,1,0.0064
403,786,119,-50440.0,-2920.0,50.52,-2321.1,1,0.0064
409,789,108,-51320.0,-3160.0,51.42,-2321.0,1,0.0064
420,807,93,-52520.0,-4600.0,52.72,-2320.4,1,0.0064
382,745,108,-51320.0,360.0,51.32,-2319.7,1,0.0064
404,786,144,-48440.0,-2920.0,48.53,-2318.3,1,0.0064
408,788,85,-53160.0,-3080.0,53.25,-2317.0,1,0.0064
401,783,100,-51960.0,-2680.0,52.03,-2316.7,1,0.0064
406,787,139,-48840.0,-3000.0,48.93,-2316.7,1,0.0064
384,749,101,-51880.0,40.0,51.88,-2316.6,1,0.0064
388,759,132,-49400.0,-760.0,49.41,-2316.5,1,0.0064
410,793,138,-48920.0,-3480.0,49.04,-2316.2,1,0.0064
397,777,149,-48040.0,-2200.0,48.09,-2314.9,1,0.0064
400,781,141,-48680.0,-2520.0,48.75,-2313.0,1,0.0064
411,797,114,-50840.0,-3800.0,50.98,-2312.3,1,0.0064
383,748,117,-50600.0,120.0,50.6,-2312.2,1,0.0064
389,763,88,-52920.0,-1080.0,52.93,-2311.4,1,0.0064
419,805,132,-49400.0,-4440.0,49.6,-2310.4,1,0.0064
412,797,131,-49480.0,-3800.0,49.63,-2310.1,1,0.0064
421,808,113,-50920.0,-4680.0,51.13,-2309.6,1,0.0064
413,798,154,-47640.0,-3880.0,47.8,-2308.2,1,0.0064
415,800,142,-48600.0,-4040.0,48.77,-2306.3,1,0.0064
407,788,69,-54440.0,-3080.0,54.53,-2306.1,1,0.0064
405,786,154,-47640.0,-2920.0,47.73,-2305.4,1,0.0064
793,1499,0,-59960.0,-59960.0,84.8,-2302.2,1,0.0064
422,809,108,-51320.0,-4760.0,51.54,-2301.7,1,0.0064
417,803,110,-51160.0,-4280.0,51.34,-2299.6,1,0.0064
416,801,91,-52680.0,-4120.0,52.84,-2298.9,1,0.0064
424,818,117,-50600.0,-5480.0,50.9,-2292.2,1,0.0064
392,767,79,-53640.0,-1400.0,53.66,-2290.4,1,0.0064
414,799,68,-54520.0,-3960.0,54.66,-2277.5,1,0.0064
782,1489,8,-59320.0,-59160.0,83.78,-2269.9,1,0.0064
780,1488,2,-59800.0,-59080.0,84.06,-2261.1,1,0.0064
789,1495,10,-59160.0,-59640.0,84.0,-2256.7,1,0.0064
432,1041,290,-36760.0,-23320.0,43.53,-2253.4,1,0.0064
431,1036,395,-28360.0,-22920.0,36.46,-2250.9,1,0.0064
433,1041,403,-27720.0,-23320.0,36.22,-2249.1,1,0.0064
429,1035,404,-27640.0,-22840.0,35.86,-2229.8,1,0.0064
453,1081,456,-23480.0,-26520.0,35.42,-2205.2,1,0.0064
438,1056,422,-26200.0,-24520.0,35.88,-2197.9,1,0.0064
41,138,216,-42680.0,48920.0,64.92,-2195.8,1,0.0064
80,174,651,-7880.0,46040.0,46.71,-2014.7,1,0.0064
250,283,75,-53960.0,37320.0,65.61,-2012.2,1,0.0064
115,196,676,-5880.0,44280.0,44.67,-2002.4,1,0.0064
57,157,638,-8920.0,47400.0,48.23,-1990.2,1,0.0064
590,1244,18,-58520.0,-39560.0,70.64,-1987.8,1,0.0064
428,998,349,-32040.0,-19880.0,37.71,-1984.0,1,0.0064
748,1452,62,-55000.0,-56200.0,78.63,-1982.4,1,0.0064
82,175,640,-8760.0,45960.0,46.79,-1981.8,1,0.0064
96,185,660,-7160.0,45160.0,45.72,-1978.8,1,0.0064
79,173,662,-7000.0,46120.0,46.65,-1978.3,1,0.0064
68,166,637,-9000.0,46680.0,47.54,-1978.0,1,0.0064
89,182,655,-7560.0,45400.0,46.03,-1976.8,1,0.0064
95,185,650,-7960.0,45160.0,45.86,-1974.6,1,0.0064
69,166,650,-7960.0,46680.0,47.35,-1971.0,1,0.0064
31,128,633,-9320.0,49720.0,50.59,-1970.1,1,0.0064
81,174,674,-6040.0,46040.0,46.43,-1969.0,1,0.0064
33,130,643,-8520.0,49560.0,50.29,-1968.4,1,0.0064
61,161,668,-6520.0,47080.0,47.53,-1964.1,1,0.0064
774,1481,166,-46680.0,-58520.0,74.86,-1963.9,1,0.0064
62,161,677,-5800.0,47080.0,47.44,-1960.5,1,0.0064
281,305,74,-54040.0,35560.0,64.69,-1959.9,1,0.0064
141,212,681,-5480.0,43000.0,43.35,-1958.2,1,0.0064
764,1468,140,-48760.0,-57480.0,75.38,-1957.9,1,0.0064
771,1480,149,-48040.0,-58440.0,75.65,-1956.2,1,0.0064
42,138,655,-7560.0,48920.0,49.5,-1956.0,1,0.0064
52,151,673,-6120.0,47880.0,48.27,-1954.8,1,0.0064
251,283,116,-50680.0,37320.0,62.94,-1954.3,1,0.0064
44,141,640,-8760.0,48680.0,49.46,-1951.5,1,0.0064
765,1469,131,-49480.0,-57560.0,75.9,-1951.2,1,0.0064
762,1466,151,-47880.0,-57320.0,74.69,-1949.5,1,0.0064
56,156,689,-4840.0,47480.0,47.73,-1948.0,1,0.0064
172,227,40,-56760.0,41800.0,70.49,-1947.7,1,0.0064
784,1490,123,-50120.0,-59240.0,77.6,-1945.1,1,0.0064
742,1442,159,-47240.0,-55400.0,72.81,-1944.2,1,0.0064
278,304,102,-51800.0,35640.0,62.88,-1943.8,1,0.0064
262,293,56,-55480.0,36520.0,66.42,-1943.3,1,0.0064
274,302,58,-55320.0,35800.0,65.89,-1943.2,1,0.0064
760,1465,162,-47000.0,-57240.0,74.06,-1942.6,1,0.0064
756,1458,157,-47400.0,-56680.0,73.89,-1942.1,1,0.0064
777,1484,88,-52920.0,-58760.0,79.08,-1941.7,1,0.0064
796,1499,114,-50840.0,-59960.0,78.61,-1941.6,1,0.0064
772,1481,54,-55640.0,-58520.0,80.75,-1941.3,1,0.0064
794,1499,87,-53000.0,-59960.0,80.03,-1940.4,1,0.0064
786,1491,144,-48440.0,-59320.0,76.59,-1939.2,1,0.0064
753,1457,111,-51080.0,-56600.0,76.24,-1938.9,1,0.0064
757,1459,140,-48760.0,-56760.0,74.83,-1938.9,1,0.0064
755,1458,129,-49640.0,-56680.0,75.34,-1938.8,1,0.0064
743,1445,151,-47880.0,-55640.0,73.41,-1938.2,1,0.0064
783,1489,99,-52040.0,-59160.0,78.79,-1937.9,1,0.0064
8,76,304,-35640.0,53880.0,64.6,-1937.4,1,0.0064
740,1438,103,-51720.0,-55080.0,75.56,-1936.8,1,0.0064
290,309,110,-51160.0,35240.0,62.12,-1936.0,1,0.0064
736,1435,128,-49720.0,-54840.0,74.02,-1935.3,1,0.0064
768,1476,101,-51880.0,-58120.0,77.91,-1935.0,1,0.0064
770,1477,131,-49480.0,-58200.0,76.39,-1934.9,1,0.0064
779,1487,69,-54440.0,-59000.0,80.28,-1934.6,1,0.0064
788,1494,62,-55000.0,-59560.0,81.07,-1934.1,1,0.0064
746,1447,134,-49240.0,-55800.0,74.42,-1933.1,1,0.0064
781,1488,78,-53720.0,-59080.0,79.85,-1932.6,1,0.0064
303,314,102,-51800.0,34840.0,62.43,-1931.9,1,0.0064
750,1453,144,-48440.0,-56280.0,74.26,-1931.8,1,0.0064
754,1457,150,-47960.0,-56600.0,74.19,-1931.7,1,0.0064
733,1423,147,-48200.0,-53880.0,72.29,-1930.9,1,0.0064
751,1455,122,-50200.0,-56440.0,75.53,-1930.7,1,0.0064
293,310,55,-55560.0,35160.0,65.75,-1930.6,1,0.0064
773,1481,112,-51000.0,-58520.0,77.62,-1930.6,1,0.0064
735,1434,148,-48120.0,-54760.0,72.9,-1929.6,1,0.0064
763,1468,122,-50200.0,-57480.0,76.32,-1929.6,1,0.0064
283,305,96,-52280.0,35560.0,63.23,-1929.3,1,0.0064
776,1482,141,-48680.0,-58600.0,76.18,-1929.0,1,0.0064
778,1485,127,-49800.0,-58840.0,77.09,-1928.8,1,0.0064
785,1490,155,-47560.0,-59240.0,75.97,-1928.8,1,0.0064
744,1446,119,-50440.0,-55720.0,75.16,-1928.0,1,0.0064
271,299,90,-52760.0,36040.0,63.89,-1927.4,1,0.0064
220,262,67,-54600.0,39000.0,67.1,-1927.3,1,0.0064
767,1473,169,-46440.0,-57880.0,74.21,-1927.2,1,0.0064
268,298,48,-56120.0,36120.0,66.74,-1927.1,1,0.0064
769,1477,122,-50200.0,-58200.0,76.86,-1927.1,1,0.0064
737,1435,142,-48600.0,-54840.0,73.28,-1927.0,1,0.0064
741,1439,135,-49160.0,-55160.0,73.89,-1926.6,1,0.0064
752,1457,104,-51640.0,-56600.0,76.62,-1925.9,1,0.0064
302,314,70,-54360.0,34840.0,64.57,-1925.7,1,0.0064
257,288,49,-56040.0,36920.0,67.11,-1925.5,1,0.0064
792,1498,100,-51960.0,-59880.0,79.28,-1924.9,1,0.0064
225,266,23,-58120.0,38680.0,69.81,-1924.7,1,0.0064
747,1451,98,-52120.0,-56120.0,76.59,-1924.6,1,0.0064
795,1499,107,-51400.0,-59960.0,78.98,-1924.1,1,0.0064
766,1473,85,-53160.0,-57880.0,78.59,-1923.8,1,0.0064
236,274,67,-54600.0,38040.0,66.54,-1923.6,1,0.0064
738,1436,112,-51000.0,-54920.0,74.95,-1923.6,1,0.0064
253,285,100,-51960.0,37160.0,63.88,-1923.3,1,0.0064
745,1447,110,-51160.0,-55800.0,75.7,-1923.2,1,0.0064
282,305,89,-52840.0,35560.0,63.69,-1921.8,1,0.0064
265,296,100,-51960.0,36280.0,63.37,-1921.3,1,0.0064
775,1482,77,-53800.0,-58600.0,79.55,-1921.3,1,0.0064
787,1492,171,-46280.0,-59400.0,75.3,-1920.8,1,0.0064
264,294,69,-54440.0,36440.0,65.51,-1919.5,1,0.0064
761,1466,108,-51320.0,-57320.0,76.94,-1919.0,1,0.0064
791,1497,182,-45400.0,-59800.0,75.08,-1918.8,1,0.0064
310,321,28,-57720.0,34280.0,67.13,-1918.3,1,0.0064
448,1071,1364,49160.0,-25720.0,55.48,-1915.8,1,0.0064
381,458,584,-13240.0,23320.0,26.82,-1915.4,1,0.0064
739,1437,122,-50200.0,-55000.0,74.47,-1915.3,1,0.0064
759,1465,86,-53080.0,-57240.0,78.06,-1914.8,1,0.0064
249,283,56,-55480.0,37320.0,66.86,-1914.2,1,0.0064
255,286,89,-52840.0,37080.0,64.55,-1913.7,1,0.0064
732,1415,138,-48920.0,-53240.0,72.3,-1913.6,1,0.0064
758,1464,97,-52200.0,-57160.0,77.41,-1913.2,1,0.0064
190,238,16,-58680.0,40920.0,71.54,-1911.8,1,0.0064
222,263,53,-55720.0,38920.0,67.97,-1911.1,1,0.0064
734,1425,111,-51080.0,-54040.0,74.36,-1910.2,1,0.0064
730,1383,76,-53880.0,-50680.0,73.97,-1908.9,1,0.0064
729,1376,0,-59960.0,-50120.0,78.15,-1908.3,1,0.0064
208,251,94,-52440.0,39880.0,65.88,-1908.1,1,0.0064
237,274,79,-53640.0,38040.0,65.76,-1906.5,1,0.0064
232,272,92,-52600.0,38200.0,65.01,-1906.4,1,0.0064
560,1225,22,-58200.0,-38040.0,69.53,-1906.4,1,0.0064
553,1218,26,-57880.0,-37480.0,68.96,-1906.3,1,0.0064
218,261,80,-53560.0,39080.0,66.3,-1905.0,1,0.0064
790,1497,49,-56040.0,-59800.0,81.95,-1903.7,1,0.0064
243,279,85,-53160.0,37640.0,65.14,-1903.0,1,0.0064
207,251,18,-58520.0,39880.0,70.82,-1901.9,1,0.0064
568,1229,32,-57400.0,-38360.0,69.04,-1901.5,1,0.0064
233,273,58,-55320.0,38120.0,67.18,-1900.9,1,0.0064
217,259,87,-53000.0,39240.0,65.95,-1900.5,1,0.0064
202,246,83,-53320.0,40280.0,66.82,-1900.3,1,0.0064
575,1235,0,-59960.0,-38840.0,71.44,-1898.4,1,0.0064
197,243,78,-53720.0,40520.0,67.29,-1896.9,1,0.0064
200,245,11,-59080.0,40360.0,71.55,-1895.8,1,0.0064
749,1452,177,-45800.0,-56200.0,72.5,-1895.1,1,0.0064
569,1231,6,-59480.0,-38520.0,70.86,-1894.9,1,0.0064
189,238,1,-59880.0,40920.0,72.53,-1893.1,1,0.0064
179,231,11,-59080.0,41480.0,72.19,-1893.0,1,0.0064
139,211,14,-58840.0,43080.0,72.92,-1892.9,1,0.0064
19,109,675,-5960.0,51240.0,51.59,-1888.5,1,0.0064
542,1207,7,-59400.0,-36600.0,69.77,-1888.5,1,0.0064
543,1207,21,-58280.0,-36600.0,68.82,-1887.1,1,0.0064
552,1218,0,-59960.0,-37480.0,70.71,-1881.1,1,0.0064
