crater_id,center_row,center_col,x_polar_m,y_polar_m,dist_from_pole_km,elevation_m,size_pixels,area_km2,VOL,ODD,EVN,HELIX,
548,1214,431,-25480,-37160,45.06,-2949.5,1,0.0064,2.70E-11,1.31E-10,2.57E-12,2.58E-12,
711,1346,413,-26920,-47720,54.79,-2948.7,1,0.0064,,,,,
559,1224,344,-32440,-37960,49.93,-2946,1,0.0064,9.47E-11,8.84E-11,3.94E-11,1.22E-11,
727,1372,395,-28360,-49800,57.31,-2945.7,1,0.0064,1.28E-10,2.23E-10,1.72E-11,1.70E-11,
567,1228,446,-24280,-38280,45.33,-2942.3,1,0.0064,2.99E-10,1.20E-10,9.82E-11,2.73E-11,
647,1290,530,-17560,-43240,46.67,-2938.2,1,0.0064,5.67E-11,1.46E-10,2.92E-12,7.38E-12,
582,1237,435,-25160,-39000,46.41,-2937.4,1,0.0064,2.32E-10,1.91E-10,3.18E-11,2.96E-11,
624,1267,332,-33400,-41400,53.19,-2936.9,1,0.0064,2.28E-10,1.03E-10,2.07E-11,2.17E-11,
675,1316,451,-23880,-45320,51.23,-2936.9,1,0.0064,6.84E-11,2.00E-10,7.39E-12,7.93E-12,
519,1191,419,-26440,-35320,44.12,-2936.7,1,0.0064,9.27E-11,6.19E-11,1.02E-11,1.20E-11,
641,1284,361,-31080,-42760,52.86,-2936.2,1,0.0064,4.60E-11,1.27E-10,1.44E-11,6.89E-12,
694,1331,343,-32520,-46520,56.76,-2936.1,1,0.0064,,,,,
583,1238,372,-30200,-39080,49.39,-2935.4,1,0.0064,8.28E-11,6.65E-11,1.89E-11,1.15E-11,
721,1357,464,-22840,-48600,53.7,-2934.5,1,0.0064,4.41E-11,1.52E-10,2.44E-11,1.29E-11,
680,1320,395,-28360,-45640,53.73,-2934,1,0.0064,6.58E-11,1.37E-10,1.28E-11,7.09E-12,
645,1288,372,-30200,-43080,52.61,-2933.8,1,0.0064,2.34E-10,1.45E-10,5.91E-11,2.02E-11,
717,1354,486,-21080,-48360,52.75,-2933.5,1,0.0064,3.48E-10,2.42E-10,1.27E-11,4.41E-11,
655,1297,500,-19960,-43800,48.13,-2933,1,0.0064,3.13E-11,1.55E-10,8.49E-12,2.24E-11,
718,1357,365,-30760,-48600,57.52,-2932.7,1,0.0064,,,,,
693,1330,360,-31160,-46440,55.93,-2932.6,1,0.0064,,,,,
599,1251,326,-33880,-40120,52.51,-2932.3,1,0.0064,2.42E-10,6.00E-11,1.50E-11,2.51E-11,
591,1245,414,-26840,-39640,47.87,-2931.8,1,0.0064,1.72E-10,1.35E-10,5.25E-11,2.60E-11,
685,1324,406,-27480,-45960,53.55,-2931.4,1,0.0064,1.06E-10,1.23E-10,1.81E-11,1.35E-11,
584,1238,378,-29720,-39080,49.1,-2930.6,1,0.0064,1.64E-10,1.00E-10,5.62E-11,1.60E-11,
719,1357,375,-29960,-48600,57.09,-2930.4,1,0.0064,,,,,
715,1353,476,-21880,-48280,53.01,-2930.1,1,0.0064,1.05E-10,1.49E-10,1.52E-11,1.02E-11,
671,1313,379,-29640,-45080,53.95,-2929.3,1,0.0064,4.41E-11,8.80E-11,4.50E-12,4.91E-12,
640,1281,510,-19160,-42520,46.64,-2928.6,1,0.0064,4.48E-11,1.31E-10,1.12E-11,8.85E-12,
602,1253,397,-28200,-40280,49.17,-2926.3,1,0.0064,2.70E-10,3.14E-11,9.69E-11,3.75E-11,
616,1261,380,-29560,-40920,50.48,-2926.3,1,0.0064,2.18E-10,1.08E-10,5.12E-11,2.87E-11,
726,1367,381,-29480,-49400,57.53,-2926,1,0.0064,,,,,
556,1219,376,-29880,-37560,48,-2925.9,1,0.0064,7.30E-11,1.85E-10,1.40E-11,7.03E-12,
648,1291,490,-20760,-43320,48.04,-2925.8,1,0.0064,,,,,
722,1360,478,-21720,-48840,53.45,-2924,1,0.0064,1.13E-10,1.42E-10,6.28E-12,1.71E-11,
639,1281,499,-20040,-42520,47.01,-2923.9,1,0.0064,,,,,
618,1262,391,-28680,-41000,50.04,-2922.9,1,0.0064,8.47E-11,1.90E-10,1.08E-11,1.26E-11,
706,1342,423,-26120,-47400,54.12,-2922.4,1,0.0064,7.10E-11,1.97E-10,1.61E-11,7.85E-12,
700,1336,311,-35080,-46920,58.58,-2922.2,1,0.0064,,,,,
551,1217,351,-31880,-37400,49.14,-2922.1,1,0.0064,9.66E-11,7.88E-11,4.22E-11,1.28E-11,
633,1274,514,-18840,-41960,46,-2922.1,1,0.0064,,,,,
661,1303,526,-17880,-44280,47.75,-2921.9,1,0.0064,8.73E-11,1.81E-10,1.11E-11,9.01E-12,
725,1366,369,-30440,-49320,57.96,-2921.9,1,0.0064,,,,,
695,1331,393,-28520,-46520,54.57,-2921.1,1,0.0064,,,,,
531,1202,412,-27000,-36200,45.16,-2920.6,1,0.0064,5.03E-11,9.41E-11,1.61E-11,6.22E-12,
592,1246,406,-27480,-39720,48.3,-2920.5,1,0.0064,8.19E-11,1.04E-10,1.68E-11,1.04E-11,
562,1225,391,-28680,-38040,47.64,-2920.2,1,0.0064,6.04E-11,1.39E-10,8.97E-12,5.72E-12,
709,1343,354,-31640,-47480,57.06,-2919.9,1,0.0064,,,,,
586,1239,404,-27640,-39160,47.93,-2918.7,1,0.0064,9.95E-11,1.30E-10,1.35E-11,1.24E-11,
686,1325,305,-35560,-46040,58.17,-2918.7,1,0.0064,,,,,
654,1295,521,-18280,-43640,47.31,-2918.2,1,0.0064,4.54E-11,1.17E-10,1.12E-11,7.65E-12,
697,1332,401,-27880,-46600,54.3,-2918.1,1,0.0064,,,,,
609,1257,372,-30200,-40600,50.6,-2917.5,1,0.0064,5.76E-11,1.66E-10,9.17E-12,6.84E-12,
646,1289,392,-28600,-43160,51.78,-2917.5,1,0.0064,1.32E-10,1.34E-10,3.41E-11,2.08E-11,
702,1338,413,-26920,-47080,54.23,-2917.4,1,0.0064,2.03E-10,1.88E-10,3.58E-11,2.06E-11,
577,1236,387,-29000,-38920,48.54,-2916.9,1,0.0064,7.58E-11,1.74E-10,2.83E-11,1.60E-11,
608,1257,344,-32440,-40600,51.97,-2916.8,1,0.0064,6.03E-11,1.69E-10,8.06E-12,6.81E-12,
566,1228,404,-27640,-38280,47.22,-2916.6,1,0.0064,9.57E-11,1.18E-10,1.76E-11,5.51E-12,
710,1343,399,-28040,-47480,55.14,-2916.6,1,0.0064,,,,,
565,1227,359,-31240,-38200,49.35,-2916.5,1,0.0064,5.45E-10,1.51E-10,1.77E-10,5.12E-11,
703,1339,436,-25080,-47160,53.41,-2916.5,1,0.0064,1.05E-10,2.07E-10,2.09E-11,1.11E-11,
692,1329,374,-30040,-46360,55.24,-2916.4,1,0.0064,,,,,
723,1362,357,-31400,-49000,58.2,-2916.3,1,0.0064,,,,,
665,1308,326,-33880,-44680,56.07,-2915.6,1,0.0064,,,,,
691,1328,382,-29400,-46280,54.83,-2915.1,1,0.0064,,,,,
705,1341,337,-33000,-47320,57.69,-2914.6,1,0.0064,,,,,
587,1240,410,-27160,-39240,47.72,-2914.3,1,0.0064,7.98E-11,1.60E-10,1.34E-11,1.10E-11,
596,1249,364,-30840,-39960,50.48,-2914.2,1,0.0064,4.15E-11,1.26E-10,6.31E-12,4.84E-12,
607,1255,365,-30760,-40440,50.81,-2914.2,1,0.0064,5.19E-11,1.04E-10,6.58E-12,9.56E-12,
666,1308,363,-30920,-44680,54.34,-2914,1,0.0064,6.78E-11,4.55E-11,1.26E-11,4.76E-12,
514,1187,391,-28680,-35000,45.25,-2913.6,1,0.0064,1.99E-10,7.00E-11,6.82E-11,2.32E-11,
617,1261,503,-19720,-40920,45.42,-2913.5,1,0.0064,,,,,
656,1298,393,-28520,-43880,52.33,-2913.5,1,0.0064,7.40E-11,1.82E-10,1.15E-11,1.13E-11,
530,1202,391,-28680,-36200,46.18,-2913.3,1,0.0064,7.10E-11,1.12E-10,1.03E-11,8.11E-12,
664,1306,399,-28040,-44520,52.61,-2912.8,1,0.0064,6.21E-11,9.14E-11,1.03E-11,1.06E-11,
503,1177,401,-27880,-34200,44.12,-2912.7,1,0.0064,2.85E-10,1.37E-10,1.13E-10,1.88E-11,
636,1277,386,-29080,-42200,51.25,-2912.7,1,0.0064,1.20E-10,1.20E-10,1.88E-11,1.02E-11,
637,1277,393,-28520,-42200,50.93,-2912.7,1,0.0064,1.18E-10,1.34E-10,1.80E-11,7.77E-12,
689,1326,500,-19960,-46120,50.25,-2912.7,1,0.0064,4.93E-11,9.37E-11,6.19E-12,9.47E-12,
662,1304,534,-17240,-44360,47.59,-2912.6,1,0.0064,5.19E-11,1.25E-10,4.88E-12,5.39E-12,
643,1286,351,-31880,-42920,53.46,-2912.4,1,0.0064,4.96E-11,1.00E-10,1.00E-11,4.96E-12,
588,1242,449,-24040,-39400,46.15,-2912,1,0.0064,9.11E-11,8.85E-11,6.57E-12,8.98E-12,
572,1232,366,-30680,-38600,49.31,-2911.2,1,0.0064,4.60E-11,1.66E-10,1.07E-11,6.79E-12,
708,1342,464,-22840,-47400,52.62,-2910.9,1,0.0064,9.38E-11,1.57E-10,5.29E-12,6.76E-12,
578,1236,393,-28520,-38920,48.25,-2910.6,1,0.0064,6.62E-11,2.47E-10,7.81E-12,5.13E-12,
563,1225,412,-27000,-38040,46.65,-2910.5,1,0.0064,9.74E-11,9.03E-11,1.83E-11,1.02E-11,
605,1254,358,-31320,-40360,51.09,-2910.5,1,0.0064,4.91E-11,1.33E-10,9.29E-12,6.71E-12,
676,1317,418,-26520,-45400,52.58,-2910,1,0.0064,1.15E-10,1.10E-10,3.12E-11,1.86E-11,
598,1249,473,-22120,-39960,45.67,-2909.9,1,0.0064,,,,,
631,1273,341,-32680,-41880,53.12,-2909.8,1,0.0064,6.13E-11,1.76E-10,6.25E-12,5.15E-12,
593,1248,357,-31400,-39880,50.76,-2909.7,1,0.0064,5.65E-11,1.71E-10,6.13E-12,3.10E-12,
595,1249,347,-32200,-39960,51.32,-2909.2,1,0.0064,5.07E-11,1.57E-10,6.47E-12,5.89E-12,
574,1233,416,-26680,-38680,46.99,-2909.1,1,0.0064,8.29E-11,1.45E-10,3.20E-11,1.42E-11,
660,1302,511,-19080,-44200,48.14,-2909.1,1,0.0064,9.03E-11,1.67E-10,9.51E-12,9.04E-12,
668,1310,314,-34840,-44840,56.78,-2909.1,1,0.0064,6.29E-11,1.07E-10,7.17E-13,5.63E-12,
673,1314,365,-30760,-45160,54.64,-2909,1,0.0064,,,,,
555,1219,361,-31080,-37560,48.75,-2908.8,1,0.0064,9.25E-11,1.86E-10,1.58E-11,5.80E-12,
601,1252,313,-34920,-40200,53.25,-2908.8,1,0.0064,4.82E-11,5.49E-11,4.03E-12,4.10E-12,
523,1195,389,-28840,-35640,45.85,-2908.6,1,0.0064,5.35E-11,6.76E-11,7.95E-12,7.02E-12,
698,1333,325,-33960,-46680,57.73,-2908.4,1,0.0064,,,,,
658,1302,378,-29720,-44200,53.26,-2907.7,1,0.0064,3.25E-11,1.21E-10,8.21E-12,4.60E-12,
684,1323,345,-32360,-45880,56.14,-2907.5,1,0.0064,,,,,
651,1293,364,-30840,-43480,53.31,-2907.4,1,0.0064,9.04E-11,1.68E-10,2.88E-11,6.27E-12,
653,1295,383,-29320,-43640,52.57,-2907.4,1,0.0064,6.82E-11,8.71E-11,2.73E-11,9.01E-12,
522,1194,434,-25240,-35560,43.61,-2907.2,1,0.0064,1.74E-11,8.92E-11,1.55E-12,2.31E-12,
622,1265,325,-33960,-41240,53.42,-2907.2,1,0.0064,4.21E-11,1.88E-10,4.28E-12,7.59E-12,
600,1251,336,-33080,-40120,52,-2906.9,1,0.0064,4.80E-11,1.50E-10,3.04E-12,5.69E-12,
635,1277,380,-29560,-42200,51.52,-2906.9,1,0.0064,4.49E-11,9.85E-11,5.07E-12,4.89E-12,
687,1325,321,-34280,-46040,57.4,-2906.9,1,0.0064,,,,,
644,1287,385,-29160,-43000,51.95,-2906.8,1,0.0064,8.37E-11,1.99E-10,1.08E-11,1.22E-11,
614,1259,497,-20200,-40760,45.49,-2906.5,1,0.0064,,,,,
630,1272,508,-19320,-41800,46.05,-2906.5,1,0.0064,,,,,
585,1239,341,-32680,-39160,51,-2906.4,1,0.0064,4.28E-11,1.14E-10,7.02E-12,2.30E-12,
638,1279,370,-30360,-42360,52.12,-2906.3,1,0.0064,4.24E-11,1.25E-10,8.01E-12,6.34E-12,
696,1331,442,-24600,-46520,52.62,-2906.3,1,0.0064,7.32E-11,1.62E-10,1.30E-11,1.22E-11,
629,1272,353,-31720,-41800,52.47,-2905.7,1,0.0064,5.83E-11,5.39E-11,7.92E-12,6.02E-12,
634,1274,527,-17800,-41960,45.58,-2905.3,1,0.0064,1.05E-10,1.20E-10,1.17E-11,6.85E-12,
657,1300,315,-34760,-44040,56.11,-2904.9,1,0.0064,4.13E-11,1.57E-10,4.82E-12,3.80E-12,
539,1206,402,-27800,-36520,45.9,-2904.4,1,0.0064,7.55E-11,1.74E-10,1.76E-11,7.83E-12,
690,1327,437,-25000,-46200,52.53,-2904.2,1,0.0064,8.92E-11,2.35E-10,1.70E-11,8.22E-12,
667,1309,407,-27400,-44760,52.48,-2903.6,1,0.0064,8.77E-11,1.30E-10,1.84E-11,9.96E-12,
625,1269,482,-21400,-41560,46.75,-2903.3,1,0.0064,,,,,
649,1292,326,-33880,-43400,55.06,-2903.2,1,0.0064,7.80E-11,1.94E-10,5.65E-12,8.01E-12,
699,1335,480,-21560,-46840,51.56,-2903.2,1,0.0064,3.86E-11,1.49E-10,1.72E-11,1.25E-11,
580,1236,461,-23080,-38920,45.25,-2903,1,0.0064,,,,,
619,1262,483,-21320,-41000,46.21,-2902.9,1,0.0064,,,,,
621,1264,473,-22120,-41160,46.73,-2902.9,1,0.0064,,,,,
626,1271,362,-31000,-41720,51.98,-2902.7,1,0.0064,4.13E-11,9.78E-11,8.80E-12,4.05E-12,
579,1236,442,-24600,-38920,46.04,-2902.6,1,0.0064,8.71E-11,2.67E-10,7.22E-12,8.07E-12,
652,1294,337,-33000,-43560,54.65,-2902,1,0.0064,6.35E-11,2.27E-10,7.77E-12,3.79E-12,
573,1233,340,-32760,-38680,50.69,-2901.9,1,0.0064,4.29E-11,2.19E-10,3.79E-12,4.26E-12,
581,1237,349,-32040,-39000,50.47,-2901.9,1,0.0064,4.09E-11,1.28E-10,9.43E-12,7.26E-12,
670,1312,414,-26840,-45000,52.4,-2901.9,1,0.0064,1.36E-10,1.96E-10,4.23E-11,2.22E-11,
589,1243,334,-33240,-39480,51.61,-2901.8,1,0.0064,4.43E-11,1.59E-10,1.21E-12,3.20E-12,
683,1323,314,-34840,-45880,57.61,-2901.8,1,0.0064,,,,,
716,1354,338,-32920,-48360,58.5,-2901.8,1,0.0064,,,,,
594,1248,436,-25080,-39880,47.11,-2901.2,1,0.0064,1.04E-10,2.71E-10,1.71E-11,8.47E-12,
610,1257,458,-23320,-40600,46.82,-2901.1,1,0.0064,1.21E-10,1.53E-10,9.51E-12,1.71E-11,
613,1259,327,-33800,-40760,52.95,-2901,1,0.0064,5.85E-11,1.47E-10,4.73E-12,3.81E-12,
623,1266,493,-20520,-41320,46.13,-2900.9,1,0.0064,,,,,
672,1313,522,-18200,-45080,48.62,-2900.8,1,0.0064,9.94E-11,1.84E-10,6.79E-12,1.37E-11,
576,1236,334,-33240,-38920,51.18,-2900.5,1,0.0064,2.81E-11,1.46E-10,6.08E-12,5.43E-12,
611,1257,484,-21240,-40600,45.82,-2900.4,1,0.0064,,,,,
549,1214,454,-23640,-37160,44.04,-2900.1,1,0.0064,2.47E-11,9.38E-11,3.44E-12,1.48E-12,
546,1211,352,-31800,-36920,48.73,-2900,1,0.0064,3.24E-11,1.31E-10,1.11E-11,5.41E-12,
628,1271,470,-22360,-41720,47.33,-2899.7,1,0.0064,8.24E-11,1.61E-10,9.61E-12,1.30E-11,
538,1206,356,-31480,-36520,48.22,-2899.4,1,0.0064,5.15E-11,1.24E-10,8.67E-12,3.49E-12,
606,1255,320,-34360,-40440,53.07,-2899,1,0.0064,2.80E-11,1.97E-10,8.30E-13,4.44E-12,
632,1273,476,-21880,-41880,47.25,-2899,1,0.0064,,,,,
525,1196,403,-27720,-35720,45.21,-2898.6,1,0.0064,4.96E-11,1.45E-10,1.63E-11,3.31E-12,
529,1200,369,-30440,-36040,47.17,-2898.4,1,0.0064,4.60E-11,1.31E-10,5.74E-12,4.31E-12,
701,1338,301,-35880,-47080,59.19,-2897.5,1,0.0064,,,,,
615,1260,446,-24280,-40840,47.51,-2896.7,1,0.0064,9.19E-11,1.61E-10,1.87E-11,6.55E-12,
557,1219,446,-24280,-37560,44.72,-2896.1,1,0.0064,6.29E-11,9.13E-11,5.44E-12,5.35E-12,
659,1302,476,-21880,-44200,49.32,-2896.1,1,0.0064,1.22E-10,2.52E-10,4.24E-12,1.06E-11,
597,1249,463,-22920,-39960,46.07,-2894.9,1,0.0064,8.28E-11,2.33E-10,6.92E-12,1.83E-11,
518,1191,383,-29320,-35320,45.9,-2894,1,0.0064,3.60E-11,9.81E-11,6.23E-12,4.16E-12,
603,1253,446,-24280,-40280,47.03,-2893.5,1,0.0064,6.48E-11,1.77E-10,1.74E-11,7.12E-12,
678,1319,301,-35880,-45560,57.99,-2891.5,1,0.0064,2.24E-10,1.73E-10,6.53E-12,2.03E-11,
663,1306,336,-33080,-44520,55.46,-2891,1,0.0064,,,,,
677,1318,432,-25400,-45480,52.09,-2890.6,1,0.0064,1.11E-10,1.70E-10,2.27E-11,1.72E-11,
504,1178,420,-26360,-34280,43.24,-2888.3,1,0.0064,4.38E-11,7.69E-11,4.89E-12,3.62E-12,
669,1310,349,-32040,-44840,55.11,-2887.8,1,0.0064,,,,,
731,1385,467,-22600,-50840,55.64,-2886.8,1,0.0064,4.60E-10,5.21E-11,5.72E-11,5.10E-11,
688,1325,490,-20760,-46040,50.5,-2885.7,1,0.0064,7.93E-11,1.96E-10,9.05E-12,8.36E-12,
650,1292,478,-21720,-43400,48.53,-2885.4,1,0.0064,1.29E-10,1.65E-10,1.60E-11,1.30E-11,
674,1315,490,-20760,-45240,49.78,-2885.1,1,0.0064,3.91E-11,1.89E-10,1.21E-11,1.56E-11,
532,1202,453,-23720,-36200,43.28,-2884.7,1,0.0064,2.81E-11,8.34E-11,8.03E-13,2.50E-12,
564,1225,468,-22520,-38040,44.21,-2883.7,1,0.0064,,,,,
724,1362,500,-19960,-49000,52.91,-2883.5,1,0.0064,1.84E-10,1.17E-10,2.25E-11,8.83E-12,
679,1320,295,-36360,-45640,58.35,-2883.2,1,0.0064,2.56E-11,1.38E-10,4.24E-12,4.22E-12,
627,1271,410,-27160,-41720,49.78,-2881.1,1,0.0064,1.17E-10,1.56E-10,2.73E-11,1.60E-11,
540,1206,441,-24680,-36520,44.08,-2879.1,1,0.0064,5.48E-11,3.89E-10,2.85E-12,4.28E-12,
642,1285,310,-35160,-42840,55.42,-2876.4,1,0.0064,2.89E-11,1.46E-10,1.86E-12,4.70E-12,
541,1206,469,-22440,-36520,42.86,-2870.8,1,0.0064,4.43E-11,1.30E-10,5.38E-12,7.85E-12,
425,818,874,9960,-5480,11.37,-2868.8,1,0.0064,,,,,
533,1204,463,-22920,-36360,42.98,-2868.7,1,0.0064,4.91E-11,9.01E-11,3.50E-12,2.73E-12,
547,1211,478,-21720,-36920,42.84,-2865.8,1,0.0064,,,,,
681,1321,285,-37160,-45720,58.92,-2856.1,1,0.0064,2.53E-11,1.04E-10,5.44E-12,2.52E-12,
418,803,835,6840,-4280,8.07,-2843.6,1,0.0064,,,,,
427,839,872,9800,-7160,12.14,-2811.3,1,0.0064,,,,,
713,1349,514,-18840,-47960,51.53,-2797.1,1,0.0064,1.07E-10,1.21E-10,1.56E-11,9.30E-12,
9,84,1101,28120,53240,60.21,-2796.6,1,0.0064,,,,,
423,815,831,6520,-5240,8.36,-2795,1,0.0064,,,,,
426,833,846,7720,-6680,10.21,-2790.5,1,0.0064,,,,,
501,1174,256,-39480,-33960,52.08,-2613.2,1,0.0064,,,,,
509,1183,234,-41240,-34680,53.88,-2608.2,1,0.0064,,,,,
535,1205,267,-38600,-36440,53.08,-2589.1,1,0.0064,9.08E-11,1.27E-10,1.05E-11,4.82E-12,
498,1165,302,-35800,-33240,48.85,-2576.4,1,0.0064,1.22E-10,5.58E-11,4.11E-11,1.78E-11,
537,1206,275,-37960,-36520,52.68,-2574.9,1,0.0064,7.90E-11,7.97E-11,7.74E-12,9.32E-12,
561,1225,251,-39880,-38040,55.11,-2571.1,1,0.0064,1.95E-10,1.47E-10,8.23E-12,1.41E-11,
521,1194,276,-37880,-35560,51.96,-2568.2,1,0.0064,1.21E-10,8.37E-11,3.72E-12,2.33E-11,
550,1216,255,-39560,-37320,54.39,-2563.7,1,0.0064,5.50E-11,1.32E-10,3.90E-11,9.98E-12,
512,1186,280,-37560,-34920,51.29,-2562.3,1,0.0064,4.77E-11,6.16E-11,5.94E-12,1.67E-11,
545,1209,257,-39400,-36760,53.89,-2561.4,1,0.0064,4.03E-11,1.80E-10,9.09E-12,1.72E-11,
500,1172,283,-37320,-33800,50.35,-2561.3,1,0.0064,,,,,
528,1200,258,-39320,-36040,53.34,-2561.3,1,0.0064,8.24E-11,1.03E-10,1.01E-11,1.24E-11,
516,1190,295,-36360,-35240,50.64,-2561.1,1,0.0064,4.74E-11,1.64E-10,3.58E-12,1.20E-11,
520,1193,260,-39160,-35480,52.84,-2558.8,1,0.0064,6.83E-11,7.61E-11,8.73E-12,8.15E-12,
536,1206,247,-40200,-36520,54.31,-2558.7,1,0.0064,8.37E-11,1.51E-10,1.14E-11,1.67E-11,
505,1179,302,-35800,-34360,49.62,-2558.2,1,0.0064,5.19E-11,6.14E-11,9.73E-12,9.29E-12,
554,1218,249,-40040,-37480,54.84,-2555.5,1,0.0064,5.69E-11,1.36E-10,1.05E-11,1.13E-11,
526,1198,235,-41160,-35880,54.6,-2553.2,1,0.0064,,,,,
506,1180,276,-37880,-34440,51.2,-2552.5,1,0.0064,,,,,
524,1196,252,-39800,-35720,53.48,-2550.7,1,0.0064,5.71E-11,1.10E-10,5.43E-12,1.64E-11,
544,1208,238,-40920,-36680,54.95,-2550.1,1,0.0064,4.11E-11,1.36E-10,9.16E-12,8.64E-12,
510,1183,308,-35320,-34680,49.5,-2549.6,1,0.0064,5.54E-11,5.13E-10,1.07E-11,1.07E-11,
534,1205,229,-41640,-36440,55.33,-2547.5,1,0.0064,,,,,
502,1177,308,-35320,-34200,49.16,-2545,1,0.0064,3.10E-11,7.58E-11,5.13E-12,3.69E-12,
558,1221,240,-40760,-37720,55.54,-2544.7,1,0.0064,6.08E-11,1.29E-10,6.09E-12,9.18E-12,
491,1147,283,-37320,-31800,49.03,-2542.2,1,0.0064,4.46E-11,6.32E-11,7.12E-12,4.58E-12,
511,1184,266,-38680,-34760,52,-2541.5,1,0.0064,,,,,
496,1159,276,-37880,-32760,50.08,-2541.2,1,0.0064,,,,,
495,1151,314,-34840,-32120,47.39,-2541.1,1,0.0064,9.43E-11,9.10E-11,1.98E-11,2.35E-11,
527,1199,229,-41640,-35960,55.02,-2540.7,1,0.0064,,,,,
497,1160,291,-36680,-32840,49.23,-2539.5,1,0.0064,2.94E-11,4.71E-11,6.42E-12,2.74E-12,
494,1151,295,-36360,-32120,48.52,-2537.2,1,0.0064,4.90E-11,9.60E-11,9.93E-12,4.15E-12,
499,1169,277,-37800,-33560,50.55,-2535,1,0.0064,,,,,
485,1138,316,-34680,-31080,46.57,-2532.6,1,0.0064,8.05E-11,4.36E-11,3.31E-11,6.12E-12,
492,1149,309,-35240,-31960,47.57,-2532.3,1,0.0064,4.75E-11,4.61E-11,1.53E-11,2.04E-12,
488,1142,310,-35160,-31400,47.14,-2531,1,0.0064,3.93E-11,5.78E-11,9.20E-12,5.15E-12,
470,1114,235,-41160,-29160,50.44,-2525,1,0.0064,7.36E-11,1.40E-10,1.02E-11,7.65E-12,
464,1107,331,-33480,-28600,44.03,-2523.6,1,0.0064,1.64E-10,1.52E-10,8.70E-11,2.21E-11,
493,1150,262,-39000,-32040,50.47,-2515.9,1,0.0064,,,,,
463,1101,334,-33240,-28120,43.54,-2514.1,1,0.0064,1.18E-10,1.18E-10,1.83E-11,1.30E-11,
489,1143,262,-39000,-31480,50.12,-2513.4,1,0.0064,,,,,
478,1124,312,-35000,-29960,46.07,-2512.6,1,0.0064,2.21E-10,1.12E-10,5.21E-11,2.91E-11,
474,1115,248,-40120,-29240,49.64,-2511.6,1,0.0064,6.24E-11,1.06E-10,4.71E-12,6.54E-12,
473,1115,241,-40680,-29240,50.1,-2510,1,0.0064,2.65E-10,2.77E-09,1.49E-11,2.54E-11,
468,1112,316,-34680,-29000,45.21,-2509,1,0.0064,2.49E-10,1.48E-10,1.23E-11,3.19E-11,
465,1108,216,-42680,-28680,51.42,-2506.5,1,0.0064,,,,,
472,1115,228,-41720,-29240,50.95,-2505.7,1,0.0064,7.54E-11,1.77E-10,2.42E-12,3.42E-12,
477,1119,217,-42600,-29560,51.85,-2500.4,1,0.0064,6.37E-11,2.28E-10,4.98E-12,5.11E-12,
471,1114,339,-32840,-29160,43.92,-2499.4,1,0.0064,3.28E-11,8.98E-11,2.26E-12,4.29E-12,
482,1129,327,-33800,-30360,45.43,-2495.2,1,0.0064,4.04E-11,8.22E-11,1.01E-11,3.45E-12,
508,1181,209,-43240,-34520,55.33,-2492.6,1,0.0064,,,,,
487,1140,190,-44760,-31240,54.58,-2492.5,1,0.0064,3.71E-11,1.33E-10,1.86E-12,2.80E-12,
462,1100,229,-41640,-28040,50.2,-2492.2,1,0.0064,,,,,
467,1110,348,-32120,-28840,43.17,-2492,1,0.0064,7.88E-11,1.34E-10,1.81E-11,5.35E-12,
461,1098,348,-32120,-27880,42.53,-2490.4,1,0.0064,6.89E-11,6.50E-11,8.38E-12,5.51E-12,
490,1147,198,-44120,-31800,54.39,-2490.1,1,0.0064,1.67E-10,9.37E-11,5.56E-12,2.81E-11,
476,1118,329,-33640,-29480,44.73,-2488.6,1,0.0064,6.66E-11,7.73E-11,7.39E-12,1.12E-11,
484,1131,291,-36680,-30520,47.72,-2488.2,1,0.0064,1.60E-10,6.51E-11,2.40E-11,2.02E-11,
480,1128,207,-43400,-30280,52.92,-2480.8,1,0.0064,5.39E-11,2.35E-10,6.45E-12,5.53E-12,
570,1231,206,-43480,-38520,58.09,-2480.6,1,0.0064,4.81E-11,3.50E-10,1.15E-11,7.85E-12,
483,1130,193,-44520,-30440,53.93,-2472.1,1,0.0064,3.52E-11,1.25E-10,8.15E-12,5.15E-12,
486,1139,209,-43240,-31160,53.3,-2471.3,1,0.0064,5.37E-11,1.42E-10,7.58E-12,5.91E-12,
481,1128,272,-38200,-30280,48.75,-2426.9,1,0.0064,8.23E-11,1.87E-10,7.01E-12,4.94E-12,
458,1093,428,-25720,-27480,37.64,-2419,1,0.0064,7.14E-11,1.17E-10,3.43E-12,6.98E-12,
430,1036,383,-29320,-22920,37.22,-2407,1,0.0064,1.44E-09,3.28E-10,1.68E-10,2.66E-10,
450,1075,308,-35320,-26040,43.88,-2405.8,1,0.0064,1.09E-10,7.08E-11,1.49E-11,1.98E-11,
475,1118,273,-38120,-29480,48.19,-2404.8,1,0.0064,9.10E-11,1.52E-10,7.55E-12,7.23E-12,
457,1088,315,-34760,-27080,44.06,-2400.6,1,0.0064,5.21E-11,1.00E-10,1.37E-11,7.02E-12,
455,1085,405,-27560,-26840,38.47,-2399.8,1,0.0064,9.15E-11,1.48E-10,4.93E-12,4.03E-12,
443,1068,316,-34680,-25480,43.03,-2394.7,1,0.0064,2.13E-10,7.17E-11,4.35E-11,2.45E-11,
