crater_id,center_row,center_col,x_polar_m,y_polar_m,dist_from_pole_km,elevation_m,size_pixels,area_km2,VOL,ODD,EVN,HELIX
70,166,1233,38680.0,46680.0,60.62,-3902.2,1,0.0064,6.330883040028823e-11,8.09913802690687e-11,7.0608224128632094e-12,9.075533727309626e-12
51,149,1257,40600.0,48040.0,62.9,-3901.9,1,0.0064,6.028294530224798e-11,7.577524718804796e-11,3.230213839466867e-12,4.082472207511678e-12
159,222,1128,30280.0,42200.0,51.94,-3901.2,1,0.0064,8.001806162116765e-11,8.500625203744505e-11,4.98717278411831e-13,9.469301211206815e-12
40,137,1252,40200.0,49000.0,63.38,-3899.1,1,0.0064,8.814063368056678e-11,5.924240958909975e-11,8.208414850607859e-12,8.571728396522538e-12
106,189,1198,35880.0,44840.0,57.43,-3898.3,1,0.0064,6.480883885107147e-11,8.976296789198202e-11,3.423545735098399e-12,5.2266632862008056e-12
63,161,1194,35560.0,47080.0,59.0,-3898.2,1,0.0064,7.72972727491883e-11,1.6378734479793875e-10,7.1978369445280236e-12,6.555676574510061e-12
64,162,1228,38280.0,47000.0,60.62,-3898.1,1,0.0064,1.4848189344718318e-10,3.468255960203948e-10,7.371812361933738e-12,1.4243104959343889e-11
109,191,1177,34200.0,44680.0,56.27,-3897.2,1,0.0064,7.44423203635769e-11,1.8790377587230006e-10,9.882592140464386e-12,1.0778142267575674e-11
112,195,1134,30760.0,44360.0,53.98,-3895.9,1,0.0064,5.956450610522522e-11,1.1815895484268424e-10,3.245266685589221e-12,3.524291969370097e-12
104,187,1350,48040.0,45000.0,65.82,-3894.7,1,0.0064,5.138034789298196e-11,5.550207862747847e-11,8.00270266720915e-12,7.251458981893943e-12
49,147,1248,39880.0,48200.0,62.56,-3891.3,1,0.0064,8.330066497697075e-11,1.5582765633403994e-10,4.3704124520760335e-12,6.313328332341328e-12
212,256,1387,51000.0,39480.0,64.5,-3885.9,1,0.0064,6.924232021088271e-11,1.490521039926307e-10,9.045451887512712e-12,8.154705209706403e-12
36,133,1244,39560.0,49320.0,63.23,-3885.7,1,0.0064,1.2071443844519078e-10,1.64107075151243e-10,7.599588493223397e-12,1.1032884675299393e-11
48,145,1203,36280.0,48360.0,60.46,-3884.9,1,0.0064,8.785466104610505e-11,1.400620869285163e-10,7.040937277658088e-12,6.583148956518237e-12
