crater_id,center_row,center_col,x_polar_m,y_polar_m,dist_from_pole_km,elevation_m,size_pixels,area_km2,VOL,ODD,EVN,HELIX
555,1219,361,-31080.0,-37560.0,48.75,-2908.8,1,0.0064,9.248889848434416e-11,1.8638418586292002e-10,1.5783794410362262e-11,5.8003510848558815e-12
601,1252,313,-34920.0,-40200.0,53.25,-2908.8,1,0.0064,4.8207337427497166e-11,5.493631244357644e-11,4.027505759451877e-12,4.099519768790971e-12
523,1195,389,-28840.0,-35640.0,45.85,-2908.6,1,0.0064,5.347450260373421e-11,6.763733323422727e-11,7.954368066998008e-12,7.02436199484513e-12
658,1302,378,-29720.0,-44200.0,53.26,-2907.7,1,0.0064,3.2549456185915204e-11,1.2073471389317803e-10,8.20641384707832e-12,4.604421011134008e-12
651,1293,364,-30840.0,-43480.0,53.31,-2907.4,1,0.0064,9.044874571539907e-11,1.6787461698530848e-10,2.8830254156231302e-11,6.271354095754855e-12
653,1295,383,-29320.0,-43640.0,52.57,-2907.4,1,0.0064,6.820263798168469e-11,8.708400667245542e-11,2.7256976189993232e-11,9.006436221814518e-12
522,1194,434,-25240.0,-35560.0,43.61,-2907.2,1,0.0064,1.7438420499282792e-11,8.924999628234787e-11,1.5506934928841145e-12,2.307999060965904e-12
622,1265,325,-33960.0,-41240.0,53.42,-2907.2,1,0.0064,4.211843374068991e-11,1.8841074533870736e-10,4.281149219853564e-12,7.588069929342911e-12
600,1251,336,-33080.0,-40120.0,52.0,-2906.9,1,0.0064,4.802375858092845e-11,1.504623647896608e-10,3.0354750830963173e-12,5.685519329640121e-12
635,1277,380,-29560.0,-42200.0,51.52,-2906.9,1,0.0064,4.4940332705190045e-11,9.849386584104279e-11,5.069600555324128e-12,4.891414964042218e-12
644,1287,385,-29160.0,-43000.0,51.95,-2906.8,1,0.0064,8.367505993644997e-11,1.98703997700278e-10,1.0839220146441342e-11,1.218196550578643e-11
585,1239,341,-32680.0,-39160.0,51.0,-2906.4,1,0.0064,4.282941709621291e-11,1.1390385162846072e-10,7.021354418018655e-12,2.2964562109567543e-12
638,1279,370,-30360.0,-42360.0,52.12,-2906.3,1,0.0064,4.238077250251493e-11,1.245208935962694e-10,8.007213815608427e-12,6.3425397746341705e-12
696,1331,442,-24600.0,-46520.0,52.62,-2906.3,1,0.0064,7.324929551799642e-11,1.6180408402011182e-10,1.2951112404735454e-11,1.2227982515433666e-11
629,1272,353,-31720.0,-41800.0,52.47,-2905.7,1,0.0064,5.826990279178546e-11,5.39095920681909e-11,7.924608018405888e-12,6.0162187731638276e-12
634,1274,527,-17800.0,-41960.0,45.58,-2905.3,1,0.0064,1.04693038960324e-10,1.2027780160739354e-10,1.1704906141551952e-11,6.846378065167302e-12
657,1300,315,-34760.0,-44040.0,56.11,-2904.9,1,0.0064,4.126290281680767e-11,1.5726973889851334e-10,4.818791633082187e-12,3.7991276791160544e-12
539,1206,402,-27800.0,-36520.0,45.9,-2904.4,1,0.0064,7.549208480561731e-11,1.7401735608046917e-10,1.764110212076897e-11,7.826163328505942e-12
690,1327,437,-25000.0,-46200.0,52.53,-2904.2,1,0.0064,8.918160654403096e-11,2.3504059809553723e-10,1.7021056439303628e-11,8.22109567921725e-12
667,1309,407,-27400.0,-44760.0,52.48,-2903.6,1,0.0064,8.771530030093899e-11,1.303929464402387e-10,1.839891086707901e-11,9.963569032322983e-12
649,1292,326,-33880.0,-43400.0,55.06,-2903.2,1,0.0064,7.802089529995726e-11,1.9447798926819357e-10,5.650970143211698e-12,8.014979305248637e-12
699,1335,480,-21560.0,-46840.0,51.56,-2903.2,1,0.0064,3.8625828230332e-11,1.4902500067304203e-10,1.7166313509564546e-11,1.2453981422522188e-11
626,1271,362,-31000.0,-41720.0,51.98,-2902.7,1,0.0064,4.1331625622031964e-11,9.784179716421092e-11,8.803856949013422e-12,4.050689905027438e-12
579,1236,442,-24600.0,-38920.0,46.04,-2902.6,1,0.0064,8.70575139755303e-11,2.6747884462885447e-10,7.2183136204384546e-12,8.070080194377827e-12
652,1294,337,-33000.0,-43560.0,54.65,-2902.0,1,0.0064,6.350653336539834e-11,2.2658373788342343e-10,7.774399179982794e-12,3.790019079824569e-12
573,1233,340,-32760.0,-38680.0,50.69,-2901.9,1,0.0064,4.291561897518114e-11,2.1949202178017655e-10,3.794078332758355e-12,4.259171140774676e-12
581,1237,349,-32040.0,-39000.0,50.47,-2901.9,1,0.0064,4.090971658654574e-11,1.2806471161308508e-10,9.425031935461624e-12,7.255935435823701e-12
670,1312,414,-26840.0,-45000.0,52.4,-2901.9,1,0.0064,1.357723655726062e-10,1.962283668888176e-10,4.229097974595142e-11,2.220127554020124e-11
589,1243,334,-33240.0,-39480.0,51.61,-2901.8,1,0.0064,4.432681305344133e-11,1.5850268320072303e-10,1.2090829639571645e-12,3.201428705468245e-12
594,1248,436,-25080.0,-39880.0,47.11,-2901.2,1,0.0064,1.0387529031374854e-10,2.708074042789832e-10,1.7100624735699732e-11,8.465955367298328e-12
610,1257,458,-23320.0,-40600.0,46.82,-2901.1,1,0.0064,1.2066503352059501e-10,1.5308247724998836e-10,9.512182708171224e-12,1.7090431500554892e-11
613,1259,327,-33800.0,-40760.0,52.95,-2901.0,1,0.0064,5.850580436783659e-11,1.4654337465724862e-10,4.729840217404524e-12,3.806472064632471e-12
672,1313,522,-18200.0,-45080.0,48.62,-2900.8,1,0.0064,9.943137285750579e-11,1.8350092279018068e-10,6.793914823083336e-12,1.369568954773248e-11
576,1236,334,-33240.0,-38920.0,51.18,-2900.5,1,0.0064,2.814275722184956e-11,1.4626459765576527e-10,6.082430566156649e-12,5.428749030172986e-12
549,1214,454,-23640.0,-37160.0,44.04,-2900.1,1,0.0064,2.4670281442706887e-11,9.376899950952478e-11,3.444769643146106e-12,1.4779420092272957e-12
546,1211,352,-31800.0,-36920.0,48.73,-2900.0,1,0.0064,3.2437399988261006e-11,1.3078166327673555e-10,1.1060122435957442e-11,5.409643653170315e-12
628,1271,470,-22360.0,-41720.0,47.33,-2899.7,1,0.0064,8.2435350212684e-11,1.6092764620889708e-10,9.612066351194493e-12,1.2978056997126064e-11
538,1206,356,-31480.0,-36520.0,48.22,-2899.4,1,0.0064,5.150430776312831e-11,1.2438977625706116e-10,8.669232866298504e-12,3.4934865330432667e-12
606,1255,320,-34360.0,-40440.0,53.07,-2899.0,1,0.0064,2.7956392409378417e-11,1.9739891665704332e-10,8.300887646521539e-13,4.443375788837356e-12
525,1196,403,-27720.0,-35720.0,45.21,-2898.6,1,0.0064,4.958527338727592e-11,1.4468419518021136e-10,1.6335792094035462e-11,3.3141349907450657e-12
529,1200,369,-30440.0,-36040.0,47.17,-2898.4,1,0.0064,4.603191439134236e-11,1.3135471876868363e-10,5.7415587041698135e-12,4.309211841524441e-12
615,1260,446,-24280.0,-40840.0,47.51,-2896.7,1,0.0064,9.188654004343988e-11,1.6088665122371282e-10,1.8712236621309938e-11,6.549614149642391e-12
557,1219,446,-24280.0,-37560.0,44.72,-2896.1,1,0.0064,6.294254006888876e-11,9.1286318781858e-11,5.4377526786941735e-12,5.34890968323376e-12
659,1302,476,-21880.0,-44200.0,49.32,-2896.1,1,0.0064,1.2187974240962518e-10,2.5230359468331187e-10,4.241299585844294e-12,1.0584757896558994e-11
597,1249,463,-22920.0,-39960.0,46.07,-2894.9,1,0.0064,8.282241559243174e-11,2.334592519304124e-10,6.922772684964107e-12,1.8293037223893197e-11
518,1191,383,-29320.0,-35320.0,45.9,-2894.0,1,0.0064,3.603595546963767e-11,9.808726053606164e-11,6.229216795161641e-12,4.1582228112180256e-12
603,1253,446,-24280.0,-40280.0,47.03,-2893.5,1,0.0064,6.484180553600892e-11,1.7696857868010338e-10,1.7442281993740316e-11,7.118644649445338e-12
678,1319,301,-35880.0,-45560.0,57.99,-2891.5,1,0.0064,2.2361475171539522e-10,1.7298965038214928e-10,6.5261767344393365e-12,2.0259877109296557e-11
677,1318,432,-25400.0,-45480.0,52.09,-2890.6,1,0.0064,1.1134106830956724e-10,1.6969842198122362e-10,2.266618663593345e-11,1.7170220106832446e-11
504,1178,420,-26360.0,-34280.0,43.24,-2888.3,1,0.0064,4.379474907723058e-11,7.686420250285764e-11,4.894152791368178e-12,3.622373885223129e-12
731,1385,467,-22600.0,-50840.0,55.64,-2886.8,1,0.0064,4.59699833754712e-10,5.214121495678015e-11,5.7189593338780036e-11,5.095592003900862e-11
688,1325,490,-20760.0,-46040.0,50.5,-2885.7,1,0.0064,7.93278567834399e-11,1.9649835925061862e-10,9.05329197026239e-12,8.35600772602918e-12
650,1292,478,-21720.0,-43400.0,48.53,-2885.4,1,0.0064,1.2933447368634887e-10,1.6499149269044722e-10,1.5962273169911608e-11,1.2965668469422376e-11
674,1315,490,-20760.0,-45240.0,49.78,-2885.1,1,0.0064,3.913688123580173e-11,1.8886518737826208e-10,1.2051199448082084e-11,1.5580479614807352e-11
532,1202,453,-23720.0,-36200.0,43.28,-2884.7,1,0.0064,2.8139310326302788e-11,8.338944812447123e-11,8.029451127426758e-13,2.498687238020048e-12
724,1362,500,-19960.0,-49000.0,52.91,-2883.5,1,0.0064,1.8406956514560588e-10,1.1671644206678875e-10,2.250520256263933e-11,8.832002837411146e-12
679,1320,295,-36360.0,-45640.0,58.35,-2883.2,1,0.0064,2.5632487452020847e-11,1.3825021683011585e-10,4.243744678583683e-12,4.221418353766993e-12
627,1271,410,-27160.0,-41720.0,49.78,-2881.1,1,0.0064,1.1698156332506926e-10,1.5586824886337777e-10,2.730062530209576e-11,1.5984828044546262e-11
540,1206,441,-24680.0,-36520.0,44.08,-2879.1,1,0.0064,5.4772915369927227e-11,3.8864952922601503e-10,2.8512697845123336e-12,4.275297563888225e-12
642,1285,310,-35160.0,-42840.0,55.42,-2876.4,1,0.0064,2.8946359198478436e-11,1.4557670346970752e-10,1.860718610441348e-12,4.7045319029326285e-12
541,1206,469,-22440.0,-36520.0,42.86,-2870.8,1,0.0064,4.4266496718181614e-11,1.301958263422165e-10,5.381301741019806e-12,7.84676577186838e-12
533,1204,463,-22920.0,-36360.0,42.98,-2868.7,1,0.0064,4.911820603026307e-11,9.005902273928612e-11,3.501532614205716e-12,2.732020339124564e-12
681,1321,285,-37160.0,-45720.0,58.92,-2856.1,1,0.0064,2.526553445625357e-11,1.0408399836459026e-10,5.436216147375328e-12,2.520670738109798e-12
713,1349,514,-18840.0,-47960.0,51.53,-2797.1,1,0.0064,1.0689292506693704e-10,1.2141211647165306e-10,1.5633855321439682e-11,9.29623131945556e-12
535,1205,267,-38600.0,-36440.0,53.08,-2589.1,1,0.0064,9.084314550600324e-11,1.2657684622663368e-10,1.0451661237864672e-11,4.820545438516399e-12
498,1165,302,-35800.0,-33240.0,48.85,-2576.4,1,0.0064,1.2172320096315303e-10,5.584844392503285e-11,4.1107842824184e-11,1.775888811006432e-11
537,1206,275,-37960.0,-36520.0,52.68,-2574.9,1,0.0064,7.897172499271575e-11,7.972646848264374e-11,7.74093289468425e-12,9.324759714379738e-12
561,1225,251,-39880.0,-38040.0,55.11,-2571.1,1,0.0064,1.950015149354556e-10,1.4656041658067664e-10,8.233432165216659e-12,1.4097258083101138e-11
521,1194,276,-37880.0,-35560.0,51.96,-2568.2,1,0.0064,1.21304022382418e-10,8.371962151310086e-11,3.7159433516342766e-12,2.3326451881189317e-11
550,1216,255,-39560.0,-37320.0,54.39,-2563.7,1,0.0064,5.498906191503394e-11,1.319673120780962e-10,3.897154474130637e-11,9.97935154650742e-12
512,1186,280,-37560.0,-34920.0,51.29,-2562.3,1,0.0064,4.771622680310728e-11,6.160966181667504e-11,5.939362283241545e-12,1.6713529865652887e-11
545,1209,257,-39400.0,-36760.0,53.89,-2561.4,1,0.0064,4.034358958016071e-11,1.7962274723171134e-10,9.088216290642492e-12,1.7202286470285877e-11
528,1200,258,-39320.0,-36040.0,53.34,-2561.3,1,0.0064,8.240112758794993e-11,1.0333387617800227e-10,1.0132350687641622e-11,1.2376953628656649e-11
516,1190,295,-36360.0,-35240.0,50.64,-2561.1,1,0.0064,4.7401908787048086e-11,1.6445117489993774e-10,3.5799835318428567e-12,1.201731075761714e-11
520,1193,260,-39160.0,-35480.0,52.84,-2558.8,1,0.0064,6.83349626884322e-11,7.610267277469163e-11,8.732936249145062e-12,8.153454474080224e-12
536,1206,247,-40200.0,-36520.0,54.31,-2558.7,1,0.0064,8.372346566032363e-11,1.5076304094030488e-10,1.1443652449261156e-11,1.6654979478891718e-11
505,1179,302,-35800.0,-34360.0,49.62,-2558.2,1,0.0064,5.189182070153287e-11,6.137522434723763e-11,9.726853870961616e-12,9.29397270948984e-12
554,1218,249,-40040.0,-37480.0,54.84,-2555.5,1,0.0064,5.688050724872439e-11,1.356970785737488e-10,1.054204293304828e-11,1.134350859771649e-11
524,1196,252,-39800.0,-35720.0,53.48,-2550.7,1,0.0064,5.7055356966762005e-11,1.1010535538868992e-10,5.428497928949838e-12,1.6366586905181002e-11
544,1208,238,-40920.0,-36680.0,54.95,-2550.1,1,0.0064,4.110332213480561e-11,1.3565557011041562e-10,9.164581420140204e-12,8.636199394507216e-12
510,1183,308,-35320.0,-34680.0,49.5,-2549.6,1,0.0064,5.5418447608701626e-11,5.127616109490417e-10,1.0691704466214702e-11,1.074186833233126e-11
502,1177,308,-35320.0,-34200.0,49.16,-2545.0,1,0.0064,3.1021057250724127e-11,7.578974253741322e-11,5.130836727706978e-12,3.692377133213132e-12
558,1221,240,-40760.0,-37720.0,55.54,-2544.7,1,0.0064,6.082725989564608e-11,1.2933383530810969e-10,6.08979056418435e-12,9.179712545659411e-12
491,1147,283,-37320.0,-31800.0,49.03,-2542.2,1,0.0064,4.463750896688268e-11,6.319785667008304e-11,7.119051008419586e-12,4.58375785244991e-12
495,1151,314,-34840.0,-32120.0,47.39,-2541.1,1,0.0064,9.434715508849223e-11,9.099705711168582e-11,1.9840790468905745e-11,2.3464091780667215e-11
497,1160,291,-36680.0,-32840.0,49.23,-2539.5,1,0.0064,2.9383395022675174e-11,4.709638928845905e-11,6.424775642055458e-12,2.743869801508092e-12
494,1151,295,-36360.0,-32120.0,48.52,-2537.2,1,0.0064,4.9037073013291626e-11,9.602032363664748e-11,9.925902114127359e-12,4.150321145784952e-12
485,1138,316,-34680.0,-31080.0,46.57,-2532.6,1,0.0064,8.049425015421717e-11,4.3635213498038894e-11,3.313187224573966e-11,6.122109763584405e-12
492,1149,309,-35240.0,-31960.0,47.57,-2532.3,1,0.0064,4.7498633498621594e-11,4.612963136474413e-11,1.5315484991340608e-11,2.0412679792997098e-12
488,1142,310,-35160.0,-31400.0,47.14,-2531.0,1,0.0064,3.9255796530079934e-11,5.7836173350533926e-11,9.202653396267468e-12,5.150809032766768e-12
470,1114,235,-41160.0,-29160.0,50.44,-2525.0,1,0.0064,7.357450065859084e-11,1.39890390937758e-10,1.0173526951429146e-11,7.653312879274399e-12
464,1107,331,-33480.0,-28600.0,44.03,-2523.6,1,0.0064,1.6375993616701834e-10,1.5238110773196922e-10,8.701341036587705e-11,2.2070270958018945e-11
463,1101,334,-33240.0,-28120.0,43.54,-2514.1,1,0.0064,1.178464825724035e-10,1.1790786402787743e-10,1.8285499850390075e-11,1.2994600187554715e-11
478,1124,312,-35000.0,-29960.0,46.07,-2512.6,1,0.0064,2.2069200633634267e-10,1.1210813527506858e-10,5.2096844199711605e-11,2.9089404496307477e-11
474,1115,248,-40120.0,-29240.0,49.64,-2511.6,1,0.0064,6.239753158610029e-11,1.0573961151116862e-10,4.708210817744307e-12,6.544759959675739e-12
473,1115,241,-40680.0,-29240.0,50.1,-2510.0,1,0.0064,2.654055863970939e-10,2.774269924898931e-09,1.4883625581996185e-11,2.539220222974592e-11
468,1112,316,-34680.0,-29000.0,45.21,-2509.0,1,0.0064,2.487102468418101e-10,1.484332101675534e-10,1.2325927604972532e-11,3.185197938737616e-11
472,1115,228,-41720.0,-29240.0,50.95,-2505.7,1,0.0064,7.537156315740035e-11,1.7676045349634959e-10,2.4200955909409183e-12,3.4166673396757163e-12
477,1119,217,-42600.0,-29560.0,51.85,-2500.4,1,0.0064,6.36701733003342e-11,2.282475597414901e-10,4.980032445450755e-12,5.1076725314513904e-12
471,1114,339,-32840.0,-29160.0,43.92,-2499.4,1,0.0064,3.2809945732514834e-11,8.984209209916827e-11,2.2586995208212497e-12,4.29276275984436e-12
482,1129,327,-33800.0,-30360.0,45.43,-2495.2,1,0.0064,4.036652262451312e-11,8.219192687564103e-11,1.0067478968533994e-11,3.4485587128985085e-12
487,1140,190,-44760.0,-31240.0,54.58,-2492.5,1,0.0064,3.710201590401141e-11,1.3343130766951816e-10,1.8597165907935365e-12,2.803657262948067e-12
467,1110,348,-32120.0,-28840.0,43.17,-2492.0,1,0.0064,7.880800872994698e-11,1.3416887045814008e-10,1.8098236451158375e-11,5.3532308794124176e-12
461,1098,348,-32120.0,-27880.0,42.53,-2490.4,1,0.0064,6.886302639230735e-11,6.496875953887482e-11,8.381358974907105e-12,5.511415542697185e-12
490,1147,198,-44120.0,-31800.0,54.39,-2490.1,1,0.0064,1.6716845963049562e-10,9.370625803084563e-11,5.5642318010085115e-12,2.8054820619405337e-11
476,1118,329,-33640.0,-29480.0,44.73,-2488.6,1,0.0064,6.663779944515724e-11,7.733764323392123e-11,7.394824336204309e-12,1.1213412143273873e-11
484,1131,291,-36680.0,-30520.0,47.72,-2488.2,1,0.0064,1.6020841597796928e-10,6.507271110844924e-11,2.397585949220904e-11,2.0151947818791704e-11
480,1128,207,-43400.0,-30280.0,52.92,-2480.8,1,0.0064,5.3935623328671405e-11,2.3515822622499627e-10,6.45189630887888e-12,5.526838101760356e-12
570,1231,206,-43480.0,-38520.0,58.09,-2480.6,1,0.0064,4.814116466578256e-11,3.4998187681267723e-10,1.1455165808971211e-11,7.85304373612794e-12
483,1130,193,-44520.0,-30440.0,53.93,-2472.1,1,0.0064,3.5213412047374604e-11,1.2466459808901928e-10,8.146671705289155e-12,5.145860734051544e-12
486,1139,209,-43240.0,-31160.0,53.3,-2471.3,1,0.0064,5.3661217830347496e-11,1.4166243178515003e-10,7.582923872151426e-12,5.905987504606358e-12
481,1128,272,-38200.0,-30280.0,48.75,-2426.9,1,0.0064,8.228093206774645e-11,1.8671780788181988e-10,7.007986205231909e-12,4.940012808540839e-12
458,1093,428,-25720.0,-27480.0,37.64,-2419.0,1,0.0064,7.142198638065976e-11,1.1656835219309158e-10,3.431265254566496e-12,6.9797934793003336e-12
430,1036,383,-29320.0,-22920.0,37.22,-2407.0,1,0.0064,1.4354925026438534e-09,3.278020632713208e-10,1.6800398572325292e-10,2.6571733702240863e-10
450,1075,308,-35320.0,-26040.0,43.88,-2405.8,1,0.0064,1.0910826409027408e-10,7.078296282436725e-11,1.4912090659513488e-11,1.9777054993674878e-11
475,1118,273,-38120.0,-29480.0,48.19,-2404.8,1,0.0064,9.103338222127276e-11,1.5181250700990742e-10,7.550647607157401e-12,7.2284934114763555e-12
457,1088,315,-34760.0,-27080.0,44.06,-2400.6,1,0.0064,5.209968220731831e-11,1.0011432655110396e-10,1.3685327177048734e-11,7.0165058659033e-12
455,1085,405,-27560.0,-26840.0,38.47,-2399.8,1,0.0064,9.145428858658987e-11,1.4839460216187206e-10,4.930534279468102e-12,4.026330050616034e-12
443,1068,316,-34680.0,-25480.0,43.03,-2394.7,1,0.0064,2.1346870104910207e-10,7.172927529719429e-11,4.354585789179133e-11,2.4495461214968373e-11
452,1080,320,-34360.0,-26440.0,43.36,-2391.6,1,0.0064,5.6186715002848324e-11,9.611703100098623e-11,1.6446871642372685e-11,6.033651009373919e-12
449,1072,343,-32520.0,-25800.0,41.51,-2386.5,1,0.0064,1.1209936451317404e-10,1.2784498459872395e-10,2.239387321412156e-11,1.5621679297361798e-11
446,1070,302,-35800.0,-25640.0,44.03,-2385.2,1,0.0064,3.4176987628864446e-11,9.582151738740663e-11,5.15888850735613e-12,6.058558169041994e-12
440,1064,300,-35960.0,-25160.0,43.89,-2381.6,1,0.0064,8.52961590247503e-11,6.880319231017396e-11,7.000472684176584e-12,9.308294586507504e-12
460,1098,276,-37880.0,-27880.0,47.03,-2381.2,1,0.0064,4.13252036757239e-11,5.966253879829964e-11,9.559565812555793e-12,7.200278134139593e-12
445,1069,328,-33720.0,-25560.0,42.31,-2376.8,1,0.0064,5.846666900621855e-11,1.5078671644630504e-10,8.603365415915665e-12,4.569402582005333e-12
469,1112,393,-28520.0,-29000.0,40.67,-2374.2,1,0.0064,4.801718744840144e-11,2.1107619818661047e-10,3.490442960704665e-12,6.170206272998469e-12
466,1108,399,-28040.0,-28680.0,40.11,-2373.6,1,0.0064,3.4698074274919215e-11,1.1450717457561763e-10,2.6182593419743494e-12,3.3798552064728815e-12
454,1083,412,-27000.0,-26680.0,37.96,-2370.4,1,0.0064,5.737173930375761e-11,1.1154032558691184e-10,1.9580732434770765e-12,4.4576217717029465e-12
456,1087,399,-28040.0,-27000.0,38.93,-2369.1,1,0.0064,3.8905600963090585e-11,1.479404515558613e-10,5.048657672479529e-12,3.477606223822871e-12
459,1097,407,-27400.0,-27800.0,39.03,-2364.1,1,0.0064,4.584625387660246e-11,3.5561564803998635e-10,3.954188539101455e-12,3.834820481996015e-12
447,1071,275,-37960.0,-25720.0,45.85,-2356.0,1,0.0064,1.6320515772161315e-10,6.412458064541937e-11,1.9948209750708656e-11,1.5387403157207658e-11
391,765,142,-48600.0,-1240.0,48.62,-2353.8,1,0.0064,1.102092167526436e-10,1.1644865627324918e-10,1.4601373929390427e-11,1.6700113514289683e-11
442,1067,282,-37400.0,-25400.0,45.21,-2342.6,1,0.0064,8.835451120736693e-11,1.1199002836193016e-10,2.9789670730195894e-11,1.7784921105268303e-11
402,783,128,-49720.0,-2680.0,49.79,-2341.5,1,0.0064,7.874789015316351e-11,1.3193020287349808e-10,1.3006613147625856e-11,7.495669016033268e-12
385,754,89,-52840.0,-360.0,52.84,-2340.8,1,0.0064,2.7040628070018613e-10,7.560006093365601e-11,2.1291225726916e-11,3.3107086516714894e-11
393,769,123,-50120.0,-1560.0,50.14,-2336.2,1,0.0064,3.2286551210347625e-10,1.6078208209258094e-10,1.2854621013469458e-11,2.6599113536751595e-11
386,756,98,-52120.0,-520.0,52.12,-2331.8,1,0.0064,3.46432105224892e-10,1.1083405720979655e-10,2.6903687611046223e-11,5.126358365581396e-11
435,1049,382,-29400.0,-23960.0,37.93,-2331.4,1,0.0064,2.736958992777261e-10,1.8682293212446408e-10,3.2043281222859925e-11,2.1158913163232814e-11
394,773,137,-49000.0,-1880.0,49.04,-2330.8,1,0.0064,1.5584469825746794e-10,7.326953627151411e-11,8.84176759585742e-12,1.2902946072701482e-11
396,777,83,-53320.0,-2200.0,53.37,-2330.7,1,0.0064,2.1545110140408494e-10,1.7906985616544802e-10,1.9072632362338027e-11,1.3804921615567787e-11
479,1124,429,-25640.0,-29960.0,39.43,-2330.3,1,0.0064,3.951387481104796e-11,1.698875207178929e-10,4.748266883847219e-12,7.370807957041148e-12
390,763,110,-51160.0,-1080.0,51.17,-2326.4,1,0.0064,7.186976014317281e-11,2.3199375753790719e-10,1.2428173074008342e-11,1.1481997644335884e-11
387,759,119,-50440.0,-760.0,50.45,-2325.6,1,0.0064,1.9356041769391647e-10,1.2313895736415503e-10,1.5533652489296834e-11,1.39427054970942e-11
436,1051,280,-37560.0,-24120.0,44.64,-2325.4,1,0.0064,7.116823796948779e-11,9.226522323935171e-11,1.1384200873654216e-11,9.96509732370532e-12
395,775,105,-51560.0,-2040.0,51.6,-2324.4,1,0.0064,3.7998534874184026e-10,2.3208353294723594e-10,4.9102673316259165e-11,4.754207097446006e-11
399,781,111,-51080.0,-2520.0,51.14,-2324.3,1,0.0064,1.6431363214497452e-10,1.1586500509030984e-10,1.1594735588316139e-11,1.6766140559232312e-11
403,786,119,-50440.0,-2920.0,50.52,-2321.1,1,0.0064,1.9539181383976256e-10,6.507101801833669e-11,9.93707807012134e-12,2.8597055279355743e-11
409,789,108,-51320.0,-3160.0,51.42,-2321.0,1,0.0064,3.4908717583270743e-10,1.66130553758137e-10,2.8028069448682302e-11,3.5756946015208506e-11
420,807,93,-52520.0,-4600.0,52.72,-2320.4,1,0.0064,3.6672609393662015e-10,1.3048996605480312e-10,2.347137761926632e-11,1.2727388587485676e-11
382,745,108,-51320.0,360.0,51.32,-2319.7,1,0.0064,1.2591715170540138e-10,2.2395880983072655e-10,8.484445784828765e-12,1.3859057131082596e-11
404,786,144,-48440.0,-2920.0,48.53,-2318.3,1,0.0064,1.868060151011264e-10,2.063479942471247e-10,1.2060270317137968e-11,2.164503819235275e-11
408,788,85,-53160.0,-3080.0,53.25,-2317.0,1,0.0064,1.3892451078412194e-10,1.2187731379675879e-10,9.099715772564744e-12,1.793323128884694e-11
401,783,100,-51960.0,-2680.0,52.03,-2316.7,1,0.0064,1.8207353680299576e-10,7.133190565999925e-11,8.141412891071731e-12,1.5346555623518832e-11
406,787,139,-48840.0,-3000.0,48.93,-2316.7,1,0.0064,1.2570217089447056e-10,1.3238313223418174e-10,7.690877448784939e-12,1.0529492208699588e-11
384,749,101,-51880.0,40.0,51.88,-2316.6,1,0.0064,1.2339879118528074e-10,1.4340947873670018e-10,3.667659925765676e-12,7.718091790676063e-12
388,759,132,-49400.0,-760.0,49.41,-2316.5,1,0.0064,1.1837546221027395e-10,2.2609036864906784e-10,8.893340057436472e-12,1.240206201624794e-11
410,793,138,-48920.0,-3480.0,49.04,-2316.2,1,0.0064,1.269385152546931e-10,1.1730796889430906e-10,1.2610062299911462e-11,1.6394491667015565e-11
397,777,149,-48040.0,-2200.0,48.09,-2314.9,1,0.0064,7.90154747187799e-11,5.5548170230235166e-11,1.831674568963937e-11,1.2363114872127046e-11
400,781,141,-48680.0,-2520.0,48.75,-2313.0,1,0.0064,1.8590655403993847e-10,2.9753507990726286e-10,1.7522313461304506e-11,1.6396724256129147e-11
411,797,114,-50840.0,-3800.0,50.98,-2312.3,1,0.0064,1.9753264302035942e-10,1.1946614530966568e-10,1.3114760145926939e-11,2.5772925460465498e-11
383,748,117,-50600.0,120.0,50.6,-2312.2,1,0.0064,6.342579239593249e-11,2.1429598373590156e-10,6.06594635632618e-12,8.568976257727899e-12
389,763,88,-52920.0,-1080.0,52.93,-2311.4,1,0.0064,1.2797900239558402e-10,2.2660888443493119e-10,9.855913828127338e-12,9.396175677800487e-12
419,805,132,-49400.0,-4440.0,49.6,-2310.4,1,0.0064,9.305305137541352e-11,1.1343027211951906e-10,5.812447311653868e-12,8.677707857840389e-12
412,797,131,-49480.0,-3800.0,49.63,-2310.1,1,0.0064,1.918246533838541e-10,2.4211493920844873e-10,1.773162866536282e-11,1.7824106773867143e-11
421,808,113,-50920.0,-4680.0,51.13,-2309.6,1,0.0064,2.0292796609755468e-10,9.099530851042203e-11,1.0440238083775366e-11,2.4764745809591204e-11
413,798,154,-47640.0,-3880.0,47.8,-2308.2,1,0.0064,5.4876100191725286e-11,1.3114373476064142e-10,1.6011761361234278e-11,4.995353956871451e-12
415,800,142,-48600.0,-4040.0,48.77,-2306.3,1,0.0064,1.5104371919871795e-10,1.79211534501178e-10,6.169680218104379e-12,1.0104969812296805e-11
405,786,154,-47640.0,-2920.0,47.73,-2305.4,1,0.0064,6.7249872337527e-11,1.1832926305466174e-10,9.830795899556932e-12,7.912592456249534e-12
793,1499,0,-59960.0,-59960.0,84.8,-2302.2,1,0.0064,5.033268246634748e-10,1.811547717389672e-10,1.0274615186434132e-10,4.40302828919048e-11
422,809,108,-51320.0,-4760.0,51.54,-2301.7,1,0.0064,1.0683804535505104e-10,1.34867367274083e-10,7.679308577923649e-12,1.9507983770039594e-11
